Country,ISO3,Year,Month,TRA_MEAS,TRA_COV,Total
Germany,DEU,2013,9,Passengers carried (arrival),International transport Extra-EU,3212.483
Germany,DEU,2013,9,Passengers carried (departures),Total transport,9927.733
Germany,DEU,2013,9,Passengers carried (departures),National transport,2103.175
Germany,DEU,2013,9,Passengers carried (departures),International transport,7824.558
Germany,DEU,2013,9,Passengers carried (departures),International transport Intra-EU,4842.645
Germany,DEU,2013,9,Passengers carried (departures),International transport Extra-EU,2981.913
Germany,DEU,2013,8,Passengers carried,Total transport,18264.238
Germany,DEU,2013,8,Passengers carried,National transport,1745.91
Germany,DEU,2013,8,Passengers carried,International transport,16518.328
Germany,DEU,2013,8,Passengers carried,International transport Intra-EU,9721.097
Germany,DEU,2013,8,Passengers carried,International transport Extra-EU,6797.231
Germany,DEU,2013,8,Passengers carried (arrival),Total transport,10069.437
Germany,DEU,2013,8,Passengers carried (arrival),National transport,1742.154
Germany,DEU,2013,8,Passengers carried (arrival),International transport,8327.283
Germany,DEU,2013,8,Passengers carried (arrival),International transport Intra-EU,4898.238
Germany,DEU,2013,8,Passengers carried (arrival),International transport Extra-EU,3429.045
Germany,DEU,2013,8,Passengers carried (departures),Total transport,9933.62
Germany,DEU,2013,8,Passengers carried (departures),National transport,1742.575
Germany,DEU,2013,8,Passengers carried (departures),International transport,8191.045
Germany,DEU,2013,8,Passengers carried (departures),International transport Intra-EU,4822.859
Germany,DEU,2013,8,Passengers carried (departures),International transport Extra-EU,3368.186
Germany,DEU,2013,7,Passengers carried,Total transport,18268.301
Germany,DEU,2013,7,Passengers carried,National transport,1946.668
Germany,DEU,2013,7,Passengers carried,International transport,16321.633
Germany,DEU,2013,7,Passengers carried,International transport Intra-EU,9860.08
Germany,DEU,2013,7,Passengers carried,International transport Extra-EU,6461.553
Germany,DEU,2013,7,Passengers carried (arrival),Total transport,9844.554
Germany,DEU,2013,7,Passengers carried (arrival),National transport,1945.24
Germany,DEU,2013,7,Passengers carried (arrival),International transport,7899.314
Germany,DEU,2013,7,Passengers carried (arrival),International transport Intra-EU,4873.98
Germany,DEU,2013,7,Passengers carried (arrival),International transport Extra-EU,3025.334
Germany,DEU,2013,7,Passengers carried (departures),Total transport,10365.657
Germany,DEU,2013,7,Passengers carried (departures),National transport,1943.338
Germany,DEU,2013,7,Passengers carried (departures),International transport,8422.319
Germany,DEU,2013,7,Passengers carried (departures),International transport Intra-EU,4986.1
Germany,DEU,2013,7,Passengers carried (departures),International transport Extra-EU,3436.219
Germany,DEU,2013,6,Passengers carried,Total transport,17157.093
Germany,DEU,2013,6,Passengers carried,National transport,2063.425
Germany,DEU,2013,6,Passengers carried,International transport,15093.668
Germany,DEU,2013,6,Passengers carried,International transport Intra-EU,9229.682
Germany,DEU,2013,6,Passengers carried,International transport Extra-EU,5863.986
Germany,DEU,2013,6,Passengers carried (arrival),Total transport,9624.806
Germany,DEU,2013,6,Passengers carried (arrival),National transport,2060.251
Germany,DEU,2013,6,Passengers carried (arrival),International transport,7564.555
Germany,DEU,2013,6,Passengers carried (arrival),International transport Intra-EU,4622.128
Germany,DEU,2013,6,Passengers carried (arrival),International transport Extra-EU,2942.427
Germany,DEU,2013,6,Passengers carried (departures),Total transport,9587.85
Germany,DEU,2013,6,Passengers carried (departures),National transport,2058.737
Germany,DEU,2013,6,Passengers carried (departures),International transport,7529.113
Germany,DEU,2013,6,Passengers carried (departures),International transport Intra-EU,4607.554
Germany,DEU,2013,6,Passengers carried (departures),International transport Extra-EU,2921.559
Germany,DEU,2013,5,Passengers carried,Total transport,16546.922
Germany,DEU,2013,5,Passengers carried,National transport,1916.911
Germany,DEU,2013,5,Passengers carried,International transport,14630.011
Germany,DEU,2013,5,Passengers carried,International transport Intra-EU,8927.758
Germany,DEU,2013,5,Passengers carried,International transport Extra-EU,5702.253
Germany,DEU,2013,5,Passengers carried (arrival),Total transport,9104.166
Germany,DEU,2013,5,Passengers carried (arrival),National transport,1915.475
Germany,DEU,2013,5,Passengers carried (arrival),International transport,7188.691
Germany,DEU,2013,5,Passengers carried (arrival),International transport Intra-EU,4338.373
Germany,DEU,2013,5,Passengers carried (arrival),International transport Extra-EU,2850.318
Germany,DEU,2013,5,Passengers carried (departures),Total transport,9353.927
Germany,DEU,2013,5,Passengers carried (departures),National transport,1912.607
Germany,DEU,2013,5,Passengers carried (departures),International transport,7441.32
Germany,DEU,2013,5,Passengers carried (departures),International transport Intra-EU,4589.385
Germany,DEU,2013,5,Passengers carried (departures),International transport Extra-EU,2851.935
Germany,DEU,2013,4,Passengers carried,Total transport,14557.685
Germany,DEU,2013,4,Passengers carried,National transport,1963.283
Germany,DEU,2013,4,Passengers carried,International transport,12594.402
Germany,DEU,2013,4,Passengers carried,International transport Intra-EU,7501.53
Germany,DEU,2013,4,Passengers carried,International transport Extra-EU,5092.872
Germany,DEU,2013,4,Passengers carried (arrival),Total transport,8373.285
Germany,DEU,2013,4,Passengers carried (arrival),National transport,1962.061
Germany,DEU,2013,4,Passengers carried (arrival),International transport,6411.224
Germany,DEU,2013,4,Passengers carried (arrival),International transport Intra-EU,3783.758
Germany,DEU,2013,4,Passengers carried (arrival),International transport Extra-EU,2627.466
Germany,DEU,2013,4,Passengers carried (departures),Total transport,8143.413
Germany,DEU,2013,4,Passengers carried (departures),National transport,1960.235
Germany,DEU,2013,4,Passengers carried (departures),International transport,6183.178
Germany,DEU,2013,4,Passengers carried (departures),International transport Intra-EU,3717.772
Germany,DEU,2013,4,Passengers carried (departures),International transport Extra-EU,2465.406
Germany,DEU,2013,3,Passengers carried,Total transport,13739.551
Germany,DEU,2013,3,Passengers carried,National transport,1877.79
Germany,DEU,2013,3,Passengers carried,International transport,11861.761
Germany,DEU,2013,3,Passengers carried,International transport Intra-EU,6784.991
Germany,DEU,2013,3,Passengers carried,International transport Extra-EU,5076.77
Germany,DEU,2013,3,Passengers carried (arrival),Total transport,7686.461
Germany,DEU,2013,3,Passengers carried (arrival),National transport,1875.461
Germany,DEU,2013,3,Passengers carried (arrival),International transport,5811
Germany,DEU,2013,3,Passengers carried (arrival),International transport Intra-EU,3308.629
Germany,DEU,2013,3,Passengers carried (arrival),International transport Extra-EU,2502.371
Germany,DEU,2013,3,Passengers carried (departures),Total transport,7925.486
Germany,DEU,2013,3,Passengers carried (departures),National transport,1874.725
Germany,DEU,2013,3,Passengers carried (departures),International transport,6050.761
Germany,DEU,2013,3,Passengers carried (departures),International transport Intra-EU,3476.362
Germany,DEU,2013,3,Passengers carried (departures),International transport Extra-EU,2574.399
Germany,DEU,2013,2,Passengers carried,Total transport,10770.018
Germany,DEU,2013,2,Passengers carried,National transport,1630.192
Germany,DEU,2013,2,Passengers carried,International transport,9139.826
Germany,DEU,2013,2,Passengers carried,International transport Intra-EU,5232.329
Germany,DEU,2013,2,Passengers carried,International transport Extra-EU,3907.497
Germany,DEU,2013,2,Passengers carried (arrival),Total transport,6135.567
Germany,DEU,2013,2,Passengers carried (arrival),National transport,1627.62
Germany,DEU,2013,2,Passengers carried (arrival),International transport,4507.947
Germany,DEU,2013,2,Passengers carried (arrival),International transport Intra-EU,2599.266
Germany,DEU,2013,2,Passengers carried (arrival),International transport Extra-EU,1908.681
Germany,DEU,2013,2,Passengers carried (departures),Total transport,6259.454
Germany,DEU,2013,2,Passengers carried (departures),National transport,1627.575
Germany,DEU,2013,2,Passengers carried (departures),International transport,4631.879
Germany,DEU,2013,2,Passengers carried (departures),International transport Intra-EU,2633.063
Germany,DEU,2013,2,Passengers carried (departures),International transport Extra-EU,1998.816
Germany,DEU,2013,1,Passengers carried,Total transport,10931.481
Germany,DEU,2013,1,Passengers carried,National transport,1608.303
Germany,DEU,2013,1,Passengers carried,International transport,9323.178
Germany,DEU,2013,1,Passengers carried,International transport Intra-EU,5086.889
Germany,DEU,2013,1,Passengers carried,International transport Extra-EU,4236.289
Germany,DEU,2013,1,Passengers carried (arrival),Total transport,6370.831
Germany,DEU,2013,1,Passengers carried (arrival),National transport,1606.763
Germany,DEU,2013,1,Passengers carried (arrival),International transport,4764.068
Germany,DEU,2013,1,Passengers carried (arrival),International transport Intra-EU,2600.819
Germany,DEU,2013,1,Passengers carried (arrival),International transport Extra-EU,2163.249
Germany,DEU,2013,1,Passengers carried (departures),Total transport,6165.292
Germany,DEU,2013,1,Passengers carried (departures),National transport,1606.182
Germany,DEU,2013,1,Passengers carried (departures),International transport,4559.11
Germany,DEU,2013,1,Passengers carried (departures),International transport Intra-EU,2486.07
Germany,DEU,2013,1,Passengers carried (departures),International transport Extra-EU,2073.04
Germany,DEU,2012,12,Passengers carried,Total transport,11692.773
Germany,DEU,2012,12,Passengers carried,National transport,1679.105
Germany,DEU,2012,12,Passengers carried,International transport,10013.668
Germany,DEU,2012,12,Passengers carried,International transport Intra-EU,5597.548
Germany,DEU,2012,12,Passengers carried,International transport Extra-EU,4416.12
Germany,DEU,2012,12,Passengers carried (arrival),Total transport,6636.541
Germany,DEU,2012,12,Passengers carried (arrival),National transport,1676.49
Germany,DEU,2012,12,Passengers carried (arrival),International transport,4960.051
Germany,DEU,2012,12,Passengers carried (arrival),International transport Intra-EU,2775.862
Germany,DEU,2012,12,Passengers carried (arrival),International transport Extra-EU,2184.189
Germany,DEU,2012,12,Passengers carried (departures),Total transport,6730.211
Germany,DEU,2012,12,Passengers carried (departures),National transport,1676.594
Germany,DEU,2012,12,Passengers carried (departures),International transport,5053.617
Germany,DEU,2012,12,Passengers carried (departures),International transport Intra-EU,2821.686
Germany,DEU,2012,12,Passengers carried (departures),International transport Extra-EU,2231.931
Germany,DEU,2012,11,Passengers carried,Total transport,12771.018
Germany,DEU,2012,11,Passengers carried,National transport,2060.033
Germany,DEU,2012,11,Passengers carried,International transport,10710.985
Germany,DEU,2012,11,Passengers carried,International transport Intra-EU,6023.717
Germany,DEU,2012,11,Passengers carried,International transport Extra-EU,4687.268
Germany,DEU,2012,11,Passengers carried (arrival),Total transport,7610.018
Germany,DEU,2012,11,Passengers carried (arrival),National transport,2058.771
Germany,DEU,2012,11,Passengers carried (arrival),International transport,5551.247
Germany,DEU,2012,11,Passengers carried (arrival),International transport Intra-EU,3100.267
Germany,DEU,2012,11,Passengers carried (arrival),International transport Extra-EU,2450.98
Germany,DEU,2012,11,Passengers carried (departures),Total transport,7216.753
Germany,DEU,2012,11,Passengers carried (departures),National transport,2057.015
Germany,DEU,2012,11,Passengers carried (departures),International transport,5159.738
Germany,DEU,2012,11,Passengers carried (departures),International transport Intra-EU,2923.45
Germany,DEU,2012,11,Passengers carried (departures),International transport Extra-EU,2236.288
Germany,DEU,2012,10,Passengers carried,Total transport,17074.719
Germany,DEU,2012,10,Passengers carried,National transport,2166.685
Germany,DEU,2012,10,Passengers carried,International transport,14908.034
Germany,DEU,2012,10,Passengers carried,International transport Intra-EU,8808.339
Germany,DEU,2012,10,Passengers carried,International transport Extra-EU,6099.695
Germany,DEU,2012,10,Passengers carried (arrival),Total transport,9811.052
Germany,DEU,2012,10,Passengers carried (arrival),National transport,2164.823
Germany,DEU,2012,10,Passengers carried (arrival),International transport,7646.229
Germany,DEU,2012,10,Passengers carried (arrival),International transport Intra-EU,4613.599
Germany,DEU,2012,10,Passengers carried (arrival),International transport Extra-EU,3032.63
Germany,DEU,2012,10,Passengers carried (departures),Total transport,9423.748
Germany,DEU,2012,10,Passengers carried (departures),National transport,2161.943
Germany,DEU,2012,10,Passengers carried (departures),International transport,7261.805
Germany,DEU,2012,10,Passengers carried (departures),International transport Intra-EU,4194.74
Germany,DEU,2012,10,Passengers carried (departures),International transport Extra-EU,3067.065
Germany,DEU,2012,9,Passengers carried,Total transport,17656.529
Germany,DEU,2012,9,Passengers carried,National transport,2099.509
Germany,DEU,2012,9,Passengers carried,International transport,15557.02
Germany,DEU,2012,9,Passengers carried,International transport Intra-EU,9390.49
Germany,DEU,2012,9,Passengers carried,International transport Extra-EU,6166.53
Germany,DEU,2012,9,Passengers carried (arrival),Total transport,10020.889
Germany,DEU,2012,9,Passengers carried (arrival),National transport,2096.448
Germany,DEU,2012,9,Passengers carried (arrival),International transport,7924.441
Germany,DEU,2012,9,Passengers carried (arrival),International transport Intra-EU,4728.107
Germany,DEU,2012,9,Passengers carried (arrival),International transport Extra-EU,3196.334
Germany,DEU,2012,9,Passengers carried (departures),Total transport,9725.655
Germany,DEU,2012,9,Passengers carried (departures),National transport,2093.076
Germany,DEU,2012,9,Passengers carried (departures),International transport,7632.579
Germany,DEU,2012,9,Passengers carried (departures),International transport Intra-EU,4662.383
Germany,DEU,2012,9,Passengers carried (departures),International transport Extra-EU,2970.196
Germany,DEU,2012,8,Passengers carried,Total transport,17775.789
Germany,DEU,2012,8,Passengers carried,National transport,1812.095
Germany,DEU,2012,8,Passengers carried,International transport,15963.694
Germany,DEU,2012,8,Passengers carried,International transport Intra-EU,9294.552
Germany,DEU,2012,8,Passengers carried,International transport Extra-EU,6669.142
Germany,DEU,2012,8,Passengers carried (arrival),Total transport,9914.958
Germany,DEU,2012,8,Passengers carried (arrival),National transport,1809.902
Germany,DEU,2012,8,Passengers carried (arrival),International transport,8105.056
Germany,DEU,2012,8,Passengers carried (arrival),International transport Intra-EU,4715.494
Germany,DEU,2012,8,Passengers carried (arrival),International transport Extra-EU,3389.562
Germany,DEU,2012,8,Passengers carried (departures),Total transport,9666.757
Germany,DEU,2012,8,Passengers carried (departures),National transport,1808.119
Germany,DEU,2012,8,Passengers carried (departures),International transport,7858.638
Germany,DEU,2012,8,Passengers carried (departures),International transport Intra-EU,4579.058
Germany,DEU,2012,8,Passengers carried (departures),International transport Extra-EU,3279.58
Germany,DEU,2012,7,Passengers carried,Total transport,18231.496
Germany,DEU,2012,7,Passengers carried,National transport,1915.009
Germany,DEU,2012,7,Passengers carried,International transport,16316.487
Germany,DEU,2012,7,Passengers carried,International transport Intra-EU,9715.461
Germany,DEU,2012,7,Passengers carried,International transport Extra-EU,6601.026
Germany,DEU,2012,7,Passengers carried (arrival),Total transport,9780.851
Germany,DEU,2012,7,Passengers carried (arrival),National transport,1912.354
Germany,DEU,2012,7,Passengers carried (arrival),International transport,7868.497
Germany,DEU,2012,7,Passengers carried (arrival),International transport Intra-EU,4771.339
Germany,DEU,2012,7,Passengers carried (arrival),International transport Extra-EU,3097.158
Germany,DEU,2012,7,Passengers carried (departures),Total transport,10359.035
Germany,DEU,2012,7,Passengers carried (departures),National transport,1911.045
Germany,DEU,2012,7,Passengers carried (departures),International transport,8447.99
Germany,DEU,2012,7,Passengers carried (departures),International transport Intra-EU,4944.122
Germany,DEU,2012,7,Passengers carried (departures),International transport Extra-EU,3503.868
Germany,DEU,2012,6,Passengers carried,Total transport,16784.744
Germany,DEU,2012,6,Passengers carried,National transport,2025.176
Germany,DEU,2012,6,Passengers carried,International transport,14759.568
Germany,DEU,2012,6,Passengers carried,International transport Intra-EU,8951.216
Germany,DEU,2012,6,Passengers carried,International transport Extra-EU,5808.352
Germany,DEU,2012,6,Passengers carried (arrival),Total transport,9413.731
Germany,DEU,2012,6,Passengers carried (arrival),National transport,2021.22
Germany,DEU,2012,6,Passengers carried (arrival),International transport,7392.511
Germany,DEU,2012,6,Passengers carried (arrival),International transport Intra-EU,4488.977
Germany,DEU,2012,6,Passengers carried (arrival),International transport Extra-EU,2903.534
Germany,DEU,2012,6,Passengers carried (departures),Total transport,9386.589
Germany,DEU,2012,6,Passengers carried (departures),National transport,2019.532
Germany,DEU,2012,6,Passengers carried (departures),International transport,7367.057
Germany,DEU,2012,6,Passengers carried (departures),International transport Intra-EU,4462.239
Germany,DEU,2012,6,Passengers carried (departures),International transport Extra-EU,2904.818
Germany,DEU,2012,5,Passengers carried,Total transport,16071.844
Germany,DEU,2012,5,Passengers carried,National transport,2125.13
Germany,DEU,2012,5,Passengers carried,International transport,13946.714
Germany,DEU,2012,5,Passengers carried,International transport Intra-EU,8563.427
Germany,DEU,2012,5,Passengers carried,International transport Extra-EU,5383.287
Germany,DEU,2012,5,Passengers carried (arrival),Total transport,8946.079
Germany,DEU,2012,5,Passengers carried (arrival),National transport,2121.122
Germany,DEU,2012,5,Passengers carried (arrival),International transport,6824.957
Germany,DEU,2012,5,Passengers carried (arrival),International transport Intra-EU,4157.314
Germany,DEU,2012,5,Passengers carried (arrival),International transport Extra-EU,2667.643
Germany,DEU,2012,5,Passengers carried (departures),Total transport,9242.185
Germany,DEU,2012,5,Passengers carried (departures),National transport,2120.428
Germany,DEU,2012,5,Passengers carried (departures),International transport,7121.757
Germany,DEU,2012,5,Passengers carried (departures),International transport Intra-EU,4406.113
Germany,DEU,2012,5,Passengers carried (departures),International transport Extra-EU,2715.644
Germany,DEU,2012,4,Passengers carried,Total transport,14556.629
Germany,DEU,2012,4,Passengers carried,National transport,1916.951
Germany,DEU,2012,4,Passengers carried,International transport,12639.678
Germany,DEU,2012,4,Passengers carried,International transport Intra-EU,7597.048
Germany,DEU,2012,4,Passengers carried,International transport Extra-EU,5042.63
Germany,DEU,2012,4,Passengers carried (arrival),Total transport,8317.014
Germany,DEU,2012,4,Passengers carried (arrival),National transport,1915.62
Germany,DEU,2012,4,Passengers carried (arrival),International transport,6401.394
Germany,DEU,2012,4,Passengers carried (arrival),International transport Intra-EU,3812.244
Germany,DEU,2012,4,Passengers carried (arrival),International transport Extra-EU,2589.15
Germany,DEU,2012,4,Passengers carried (departures),Total transport,8152.073
Germany,DEU,2012,4,Passengers carried (departures),National transport,1913.789
Germany,DEU,2012,4,Passengers carried (departures),International transport,6238.284
Germany,DEU,2012,4,Passengers carried (departures),International transport Intra-EU,3784.804
Germany,DEU,2012,4,Passengers carried (departures),International transport Extra-EU,2453.48
Germany,DEU,2012,3,Passengers carried,Total transport,13670.984
Germany,DEU,2012,3,Passengers carried,National transport,2128.472
Germany,DEU,2012,3,Passengers carried,International transport,11542.512
Germany,DEU,2012,3,Passengers carried,International transport Intra-EU,6705.99
Germany,DEU,2012,3,Passengers carried,International transport Extra-EU,4836.522
Germany,DEU,2012,3,Passengers carried (arrival),Total transport,7817.671
Germany,DEU,2012,3,Passengers carried (arrival),National transport,2126.557
Germany,DEU,2012,3,Passengers carried (arrival),International transport,5691.114
Germany,DEU,2012,3,Passengers carried (arrival),International transport Intra-EU,3291.042
Germany,DEU,2012,3,Passengers carried (arrival),International transport Extra-EU,2400.072
Germany,DEU,2012,3,Passengers carried (departures),Total transport,7977.53
Germany,DEU,2012,3,Passengers carried (departures),National transport,2126.132
Germany,DEU,2012,3,Passengers carried (departures),International transport,5851.398
Germany,DEU,2012,3,Passengers carried (departures),International transport Intra-EU,3414.948
Germany,DEU,2012,3,Passengers carried (departures),International transport Extra-EU,2436.45
Germany,DEU,2012,2,Passengers carried,Total transport,10968.126
Germany,DEU,2012,2,Passengers carried,National transport,1802.015
Germany,DEU,2012,2,Passengers carried,International transport,9166.111
Germany,DEU,2012,2,Passengers carried,International transport Intra-EU,5291.373
Germany,DEU,2012,2,Passengers carried,International transport Extra-EU,3874.738
Germany,DEU,2012,2,Passengers carried (arrival),Total transport,6330.295
Germany,DEU,2012,2,Passengers carried (arrival),National transport,1801.636
Germany,DEU,2012,2,Passengers carried (arrival),International transport,4528.659
Germany,DEU,2012,2,Passengers carried (arrival),International transport Intra-EU,2632.128
Germany,DEU,2012,2,Passengers carried (arrival),International transport Extra-EU,1896.531
Germany,DEU,2012,2,Passengers carried (departures),Total transport,6437.701
Germany,DEU,2012,2,Passengers carried (departures),National transport,1800.249
Germany,DEU,2012,2,Passengers carried (departures),International transport,4637.452
Germany,DEU,2012,2,Passengers carried (departures),International transport Intra-EU,2659.245
Germany,DEU,2012,2,Passengers carried (departures),International transport Extra-EU,1978.207
Germany,DEU,2012,1,Passengers carried,Total transport,11336.452
Germany,DEU,2012,1,Passengers carried,National transport,1771.181
Germany,DEU,2012,1,Passengers carried,International transport,9565.271
Germany,DEU,2012,1,Passengers carried,International transport Intra-EU,5306.81
Germany,DEU,2012,1,Passengers carried,International transport Extra-EU,4258.461
Germany,DEU,2012,1,Passengers carried (arrival),Total transport,6647.581
Germany,DEU,2012,1,Passengers carried (arrival),National transport,1770.284
Germany,DEU,2012,1,Passengers carried (arrival),International transport,4877.297
Germany,DEU,2012,1,Passengers carried (arrival),International transport Intra-EU,2692.185
Germany,DEU,2012,1,Passengers carried (arrival),International transport Extra-EU,2185.112
Germany,DEU,2012,1,Passengers carried (departures),Total transport,6457.08
Germany,DEU,2012,1,Passengers carried (departures),National transport,1769.106
Germany,DEU,2012,1,Passengers carried (departures),International transport,4687.974
Germany,DEU,2012,1,Passengers carried (departures),International transport Intra-EU,2614.625
Germany,DEU,2012,1,Passengers carried (departures),International transport Extra-EU,2073.349
Germany,DEU,2011,12,Passengers carried,Total transport,12029.444
Germany,DEU,2011,12,Passengers carried,National transport,1910.089
Germany,DEU,2011,12,Passengers carried,International transport,10119.355
Germany,DEU,2011,12,Passengers carried,International transport Intra-EU,5759.524
Germany,DEU,2011,12,Passengers carried,International transport Extra-EU,4359.831
Germany,DEU,2011,12,Passengers carried (arrival),Total transport,6935.918
Germany,DEU,2011,12,Passengers carried (arrival),National transport,1908.949
Germany,DEU,2011,12,Passengers carried (arrival),International transport,5026.969
Germany,DEU,2011,12,Passengers carried (arrival),International transport Intra-EU,2876.302
Germany,DEU,2011,12,Passengers carried (arrival),International transport Extra-EU,2150.667
Germany,DEU,2011,12,Passengers carried (departures),Total transport,6999.399
Germany,DEU,2011,12,Passengers carried (departures),National transport,1907.013
Germany,DEU,2011,12,Passengers carried (departures),International transport,5092.386
Germany,DEU,2011,12,Passengers carried (departures),International transport Intra-EU,2883.222
Germany,DEU,2011,12,Passengers carried (departures),International transport Extra-EU,2209.164
Germany,DEU,2011,11,Passengers carried,Total transport,12923.012
Germany,DEU,2011,11,Passengers carried,National transport,2177.836
Germany,DEU,2011,11,Passengers carried,International transport,10745.176
Germany,DEU,2011,11,Passengers carried,International transport Intra-EU,6093.083
Germany,DEU,2011,11,Passengers carried,International transport Extra-EU,4652.093
Germany,DEU,2011,11,Passengers carried (arrival),Total transport,7753.612
Germany,DEU,2011,11,Passengers carried (arrival),National transport,2175.181
Germany,DEU,2011,11,Passengers carried (arrival),International transport,5578.431
Germany,DEU,2011,11,Passengers carried (arrival),International transport Intra-EU,3150.39
Germany,DEU,2011,11,Passengers carried (arrival),International transport Extra-EU,2428.041
Germany,DEU,2011,11,Passengers carried (departures),Total transport,7339.991
Germany,DEU,2011,11,Passengers carried (departures),National transport,2173.246
Germany,DEU,2011,11,Passengers carried (departures),International transport,5166.745
Germany,DEU,2011,11,Passengers carried (departures),International transport Intra-EU,2942.693
Germany,DEU,2011,11,Passengers carried (departures),International transport Extra-EU,2224.052
Germany,DEU,2011,10,Passengers carried,Total transport,16808.357
Germany,DEU,2011,10,Passengers carried,National transport,2173.502
Germany,DEU,2011,10,Passengers carried,International transport,14634.855
Germany,DEU,2011,10,Passengers carried,International transport Intra-EU,8686.53
Germany,DEU,2011,10,Passengers carried,International transport Extra-EU,5948.325
Germany,DEU,2011,10,Passengers carried (arrival),Total transport,9648.462
Germany,DEU,2011,10,Passengers carried (arrival),National transport,2169.187
Germany,DEU,2011,10,Passengers carried (arrival),International transport,7479.275
Germany,DEU,2011,10,Passengers carried (arrival),International transport Intra-EU,4530.26
Germany,DEU,2011,10,Passengers carried (arrival),International transport Extra-EU,2949.015
Germany,DEU,2011,10,Passengers carried (departures),Total transport,9321.988
Germany,DEU,2011,10,Passengers carried (departures),National transport,2166.408
Germany,DEU,2011,10,Passengers carried (departures),International transport,7155.58
Germany,DEU,2011,10,Passengers carried (departures),International transport Intra-EU,4156.27
Germany,DEU,2011,10,Passengers carried (departures),International transport Extra-EU,2999.31
Germany,DEU,2011,9,Passengers carried,Total transport,17329.109
Germany,DEU,2011,9,Passengers carried,National transport,2281.522
Germany,DEU,2011,9,Passengers carried,International transport,15047.587
Germany,DEU,2011,9,Passengers carried,International transport Intra-EU,9184.059
Germany,DEU,2011,9,Passengers carried,International transport Extra-EU,5863.528
Germany,DEU,2011,9,Passengers carried (arrival),Total transport,9981.577
Germany,DEU,2011,9,Passengers carried (arrival),National transport,2275.475
Germany,DEU,2011,9,Passengers carried (arrival),International transport,7706.102
Germany,DEU,2011,9,Passengers carried (arrival),International transport Intra-EU,4657.502
Germany,DEU,2011,9,Passengers carried (arrival),International transport Extra-EU,3048.6
Germany,DEU,2011,9,Passengers carried (departures),Total transport,9615.704
Germany,DEU,2011,9,Passengers carried (departures),National transport,2274.219
Germany,DEU,2011,9,Passengers carried (departures),International transport,7341.485
Germany,DEU,2011,9,Passengers carried (departures),International transport Intra-EU,4526.557
Germany,DEU,2011,9,Passengers carried (departures),International transport Extra-EU,2814.928
Germany,DEU,2011,8,Passengers carried,Total transport,17188.516
Germany,DEU,2011,8,Passengers carried,National transport,1848.34
Germany,DEU,2011,8,Passengers carried,International transport,15340.176
Germany,DEU,2011,8,Passengers carried,International transport Intra-EU,9168.928
Germany,DEU,2011,8,Passengers carried,International transport Extra-EU,6171.248
Germany,DEU,2011,8,Passengers carried (arrival),Total transport,9568.94
Germany,DEU,2011,8,Passengers carried (arrival),National transport,1844.628
Germany,DEU,2011,8,Passengers carried (arrival),International transport,7724.312
Germany,DEU,2011,8,Passengers carried (arrival),International transport Intra-EU,4618.202
Germany,DEU,2011,8,Passengers carried (arrival),International transport Extra-EU,3106.11
Germany,DEU,2011,8,Passengers carried (departures),Total transport,9456.974
Germany,DEU,2011,8,Passengers carried (departures),National transport,1841.11
Germany,DEU,2011,8,Passengers carried (departures),International transport,7615.864
Germany,DEU,2011,8,Passengers carried (departures),International transport Intra-EU,4550.726
Germany,DEU,2011,8,Passengers carried (departures),International transport Extra-EU,3065.138
Germany,DEU,2011,7,Passengers carried,Total transport,17716.143
Germany,DEU,2011,7,Passengers carried,National transport,2038.911
Germany,DEU,2011,7,Passengers carried,International transport,15677.232
Germany,DEU,2011,7,Passengers carried,International transport Intra-EU,9453.818
Germany,DEU,2011,7,Passengers carried,International transport Extra-EU,6223.414
Germany,DEU,2011,7,Passengers carried (arrival),Total transport,9590.249
Germany,DEU,2011,7,Passengers carried (arrival),National transport,2034.307
Germany,DEU,2011,7,Passengers carried (arrival),International transport,7555.942
Germany,DEU,2011,7,Passengers carried (arrival),International transport Intra-EU,4633.415
Germany,DEU,2011,7,Passengers carried (arrival),International transport Extra-EU,2922.527
Germany,DEU,2011,7,Passengers carried (departures),Total transport,10152.834
Germany,DEU,2011,7,Passengers carried (departures),National transport,2031.544
Germany,DEU,2011,7,Passengers carried (departures),International transport,8121.29
Germany,DEU,2011,7,Passengers carried (departures),International transport Intra-EU,4820.403
Germany,DEU,2011,7,Passengers carried (departures),International transport Extra-EU,3300.887
Germany,DEU,2011,6,Passengers carried,Total transport,16240.836
Germany,DEU,2011,6,Passengers carried,National transport,2012.617
Germany,DEU,2011,6,Passengers carried,International transport,14228.219
Germany,DEU,2011,6,Passengers carried,International transport Intra-EU,8817.616
Germany,DEU,2011,6,Passengers carried,International transport Extra-EU,5410.603
Germany,DEU,2011,6,Passengers carried (arrival),Total transport,9078.427
Germany,DEU,2011,6,Passengers carried (arrival),National transport,2008.97
Germany,DEU,2011,6,Passengers carried (arrival),International transport,7069.457
Germany,DEU,2011,6,Passengers carried (arrival),International transport Intra-EU,4399.859
Germany,DEU,2011,6,Passengers carried (arrival),International transport Extra-EU,2669.598
Germany,DEU,2011,6,Passengers carried (departures),Total transport,9163.992
Germany,DEU,2011,6,Passengers carried (departures),National transport,2005.23
Germany,DEU,2011,6,Passengers carried (departures),International transport,7158.762
Germany,DEU,2011,6,Passengers carried (departures),International transport Intra-EU,4417.757
Germany,DEU,2011,6,Passengers carried (departures),International transport Extra-EU,2741.005
