ISO3,Country,Year,Month,TRA_COV,Total
CZE,Czechia,2011,7,Total,1479.115
CZE,Czechia,2011,7,Domestic,13.216
CZE,Czechia,2011,7,International,1465.899
DNK,Denmark,2011,7,Total,2715.608
DNK,Denmark,2011,7,Domestic,173.246
DNK,Denmark,2011,7,International,2542.362
EST,Estonia,2011,7,Total,188.606
EST,Estonia,2011,7,Domestic,3.526
EST,Estonia,2011,7,International,185.08
FIN,Finland,2011,7,Total,1514.558
FIN,Finland,2011,7,Domestic,160.434
FIN,Finland,2011,7,International,1354.124
FRA,France,2011,7,Total,13202.996
FRA,France,2011,7,Domestic,2653.42
FRA,France,2011,7,International,10549.576
DEU,Germany,2011,7,Total,17716.143
DEU,Germany,2011,7,Domestic,2038.911
DEU,Germany,2011,7,International,15677.232
GRC,Greece,2011,7,Total,5653.529
GRC,Greece,2011,7,Domestic,667.485
GRC,Greece,2011,7,International,4986.044
HUN,Hungary,2011,7,Total,948.208
HUN,Hungary,2011,7,Domestic,0.315
HUN,Hungary,2011,7,International,947.893
ISL,Iceland,2011,7,Total,399.735
ISL,Iceland,2011,7,Domestic,0
ISL,Iceland,2011,7,International,399.735
IRL,Ireland,2011,7,Total,2591.962
IRL,Ireland,2011,7,Domestic,11.993
IRL,Ireland,2011,7,International,2579.969
ITA,Italy,2011,7,Total,12510.013
ITA,Italy,2011,7,Domestic,3272.208
ITA,Italy,2011,7,International,9237.805
LVA,Latvia,2011,7,Total,567.419
LVA,Latvia,2011,7,Domestic,0.001
LVA,Latvia,2011,7,International,567.418
LTU,Lithuania,2011,7,Total,277.276
LTU,Lithuania,2011,7,Domestic,0.004
LTU,Lithuania,2011,7,International,277.272
LUX,Luxembourg,2011,7,Total,191.173
LUX,Luxembourg,2011,7,Domestic,0.101
LUX,Luxembourg,2011,7,International,191.072
MLT,Malta,2011,7,Total,415.785
MLT,Malta,2011,7,Domestic,0.005
MLT,Malta,2011,7,International,415.78
NLD,Netherlands,2011,7,Total,5629.703
NLD,Netherlands,2011,7,Domestic,0.047
NLD,Netherlands,2011,7,International,5629.656
NOR,Norway,2011,7,Total,3180.199
NOR,Norway,2011,7,Domestic,1012.946
NOR,Norway,2011,7,International,2167.253
POL,Poland,2011,7,Total,2331.393
POL,Poland,2011,7,Domestic,101.113
POL,Poland,2011,7,International,2230.28
PRT,Portugal,2011,7,Total,3128.15
PRT,Portugal,2011,7,Domestic,319.435
PRT,Portugal,2011,7,International,2808.715
ROU,Romania,2011,7,Total,991.844
ROU,Romania,2011,7,Domestic,64.363
ROU,Romania,2011,7,International,927.481
SVK,Slovakia,2011,7,Total,297.661
SVK,Slovakia,2011,7,Domestic,2.655
SVK,Slovakia,2011,7,International,295.006
SVN,Slovenia,2011,7,Total,172.26
SVN,Slovenia,2011,7,Domestic,0
SVN,Slovenia,2011,7,International,172.26
ESP,Spain,2011,7,Total,18690.572
ESP,Spain,2011,7,Domestic,3830.333
ESP,Spain,2011,7,International,14860.239
SWE,Sweden,2011,7,Total,2700.228
SWE,Sweden,2011,7,Domestic,399.269
SWE,Sweden,2011,7,International,2300.959
CHE,Switzerland,2011,7,Total,4129.196
CHE,Switzerland,2011,7,Domestic,62.661
CHE,Switzerland,2011,7,International,4066.535
GBR,United Kingdom,2011,7,Total,21616.363
GBR,United Kingdom,2011,7,Domestic,1943.316
GBR,United Kingdom,2011,7,International,19673.047
AUT,Austria,2011,8,Total,2461.844
AUT,Austria,2011,8,Domestic,48.947
AUT,Austria,2011,8,International,2412.897
BEL,Belgium,2011,8,Total,2571.801
BEL,Belgium,2011,8,Domestic,8.994
BEL,Belgium,2011,8,International,2562.807
BGR,Bulgaria,2011,8,Total,1257.769
BGR,Bulgaria,2011,8,Domestic,28.979
BGR,Bulgaria,2011,8,International,1228.79
HRV,Croatia,2011,8,Total,843.311
HRV,Croatia,2011,8,Domestic,56.114
HRV,Croatia,2011,8,International,787.197
CYP,Cyprus,2011,8,Total,1015.203
CYP,Cyprus,2011,8,Domestic,0.122
CYP,Cyprus,2011,8,International,1015.081
CZE,Czechia,2011,8,Total,1462.876
CZE,Czechia,2011,8,Domestic,9.817
CZE,Czechia,2011,8,International,1453.059
DNK,Denmark,2011,8,Total,2448.579
DNK,Denmark,2011,8,Domestic,194.116
DNK,Denmark,2011,8,International,2254.463
EST,Estonia,2011,8,Total,192.778
EST,Estonia,2011,8,Domestic,3.446
EST,Estonia,2011,8,International,189.332
FIN,Finland,2011,8,Total,1435.078
FIN,Finland,2011,8,Domestic,194.47
FIN,Finland,2011,8,International,1240.608
FRA,France,2011,8,Total,12483.7
FRA,France,2011,8,Domestic,2378.797
FRA,France,2011,8,International,10104.903
DEU,Germany,2011,8,Total,17188.516
DEU,Germany,2011,8,Domestic,1848.34
DEU,Germany,2011,8,International,15340.176
GRC,Greece,2011,8,Total,5797.464
GRC,Greece,2011,8,Domestic,678.771
GRC,Greece,2011,8,International,5118.693
HUN,Hungary,2011,8,Total,956.938
HUN,Hungary,2011,8,Domestic,0
HUN,Hungary,2011,8,International,956.938
ISL,Iceland,2011,8,Total,384.621
ISL,Iceland,2011,8,Domestic,0
ISL,Iceland,2011,8,International,384.621
IRL,Ireland,2011,8,Total,2523.797
IRL,Ireland,2011,8,Domestic,8.635
IRL,Ireland,2011,8,International,2515.162
ITA,Italy,2011,8,Total,12830.224
ITA,Italy,2011,8,Domestic,3163.115
ITA,Italy,2011,8,International,9667.109
LVA,Latvia,2011,8,Total,547.782
LVA,Latvia,2011,8,Domestic,0
LVA,Latvia,2011,8,International,547.782
LTU,Lithuania,2011,8,Total,277.957
LTU,Lithuania,2011,8,Domestic,0
LTU,Lithuania,2011,8,International,277.957
LUX,Luxembourg,2011,8,Total,193.425
LUX,Luxembourg,2011,8,Domestic,0.019
LUX,Luxembourg,2011,8,International,193.406
MLT,Malta,2011,8,Total,427.575
MLT,Malta,2011,8,Domestic,0
MLT,Malta,2011,8,International,427.575
NLD,Netherlands,2011,8,Total,5542.202
NLD,Netherlands,2011,8,Domestic,0.076
NLD,Netherlands,2011,8,International,5542.126
NOR,Norway,2011,8,Total,2977.648
NOR,Norway,2011,8,Domestic,1186.271
NOR,Norway,2011,8,International,1791.377
POL,Poland,2011,8,Total,2313.378
POL,Poland,2011,8,Domestic,99.299
POL,Poland,2011,8,International,2214.079
PRT,Portugal,2011,8,Total,3260.928
PRT,Portugal,2011,8,Domestic,363.268
PRT,Portugal,2011,8,International,2897.66
ROU,Romania,2011,8,Total,1019.269
ROU,Romania,2011,8,Domestic,61.517
ROU,Romania,2011,8,International,957.752
SVK,Slovakia,2011,8,Total,288.675
SVK,Slovakia,2011,8,Domestic,2.758
SVK,Slovakia,2011,8,International,285.917
SVN,Slovenia,2011,8,Total,167.795
SVN,Slovenia,2011,8,Domestic,0
SVN,Slovenia,2011,8,International,167.795
ESP,Spain,2011,8,Total,18880.593
ESP,Spain,2011,8,Domestic,3851.994
ESP,Spain,2011,8,International,15028.599
SWE,Sweden,2011,8,Total,2698.423
SWE,Sweden,2011,8,Domestic,516.576
SWE,Sweden,2011,8,International,2181.847
CHE,Switzerland,2011,8,Total,3869.388
CHE,Switzerland,2011,8,Domestic,55.384
CHE,Switzerland,2011,8,International,3814.004
GBR,United Kingdom,2011,8,Total,21602.203
GBR,United Kingdom,2011,8,Domestic,1955.975
GBR,United Kingdom,2011,8,International,19646.228
AUT,Austria,2011,9,Total,2442.374
AUT,Austria,2011,9,Domestic,57.654
AUT,Austria,2011,9,International,2384.72
BEL,Belgium,2011,9,Total,2507.76
BEL,Belgium,2011,9,Domestic,7.485
BEL,Belgium,2011,9,International,2500.275
BGR,Bulgaria,2011,9,Total,806.26
BGR,Bulgaria,2011,9,Domestic,23.34
BGR,Bulgaria,2011,9,International,782.92
HRV,Croatia,2011,9,Total,658.544
HRV,Croatia,2011,9,Domestic,53.612
HRV,Croatia,2011,9,International,604.932
CYP,Cyprus,2011,9,Total,837.728
CYP,Cyprus,2011,9,Domestic,0
CYP,Cyprus,2011,9,International,837.728
CZE,Czechia,2011,9,Total,1335.896
CZE,Czechia,2011,9,Domestic,10.133
CZE,Czechia,2011,9,International,1325.763
DNK,Denmark,2011,9,Total,2412.756
DNK,Denmark,2011,9,Domestic,215.429
DNK,Denmark,2011,9,International,2197.327
EST,Estonia,2011,9,Total,185.063
EST,Estonia,2011,9,Domestic,2.187
EST,Estonia,2011,9,International,182.876
FIN,Finland,2011,9,Total,1431.985
FIN,Finland,2011,9,Domestic,244.318
FIN,Finland,2011,9,International,1187.667
FRA,France,2011,9,Total,11558.81
FRA,France,2011,9,Domestic,2382.91
FRA,France,2011,9,International,9175.9
DEU,Germany,2011,9,Total,17329.109
DEU,Germany,2011,9,Domestic,2281.522
DEU,Germany,2011,9,International,15047.587
GRC,Greece,2011,9,Total,4706.546
GRC,Greece,2011,9,Domestic,575.981
GRC,Greece,2011,9,International,4130.565
HUN,Hungary,2011,9,Total,891.149
HUN,Hungary,2011,9,Domestic,0
HUN,Hungary,2011,9,International,891.149
ISL,Iceland,2011,9,Total,218.425
ISL,Iceland,2011,9,Domestic,0
ISL,Iceland,2011,9,International,218.425
IRL,Ireland,2011,9,Total,2140.421
IRL,Ireland,2011,9,Domestic,6.234
IRL,Ireland,2011,9,International,2134.187
ITA,Italy,2011,9,Total,11512.1
ITA,Italy,2011,9,Domestic,3071
ITA,Italy,2011,9,International,8441.1
LVA,Latvia,2011,9,Total,480.465
LVA,Latvia,2011,9,Domestic,0
LVA,Latvia,2011,9,International,480.465
LTU,Lithuania,2011,9,Total,258.06
LTU,Lithuania,2011,9,Domestic,0.005
LTU,Lithuania,2011,9,International,258.055
LUX,Luxembourg,2011,9,Total,176.505
LUX,Luxembourg,2011,9,Domestic,0
LUX,Luxembourg,2011,9,International,176.505
MLT,Malta,2011,9,Total,382.528
MLT,Malta,2011,9,Domestic,0
MLT,Malta,2011,9,International,382.528
NLD,Netherlands,2011,9,Total,5131.716
NLD,Netherlands,2011,9,Domestic,0.087
NLD,Netherlands,2011,9,International,5131.629
NOR,Norway,2011,9,Total,3016.375
NOR,Norway,2011,9,Domestic,1322.355
NOR,Norway,2011,9,International,1694.02
POL,Poland,2011,9,Total,2216.804
POL,Poland,2011,9,Domestic,119.206
POL,Poland,2011,9,International,2097.598
PRT,Portugal,2011,9,Total,2865.02
PRT,Portugal,2011,9,Domestic,284.524
PRT,Portugal,2011,9,International,2580.496
ROU,Romania,2011,9,Total,970.996
ROU,Romania,2011,9,Domestic,71.489
ROU,Romania,2011,9,International,899.507
SVK,Slovakia,2011,9,Total,207.901
SVK,Slovakia,2011,9,Domestic,2.839
SVK,Slovakia,2011,9,International,205.062
SVN,Slovenia,2011,9,Total,147.196
SVN,Slovenia,2011,9,Domestic,0
SVN,Slovenia,2011,9,International,147.196
ESP,Spain,2011,9,Total,16745.596
ESP,Spain,2011,9,Domestic,3472.218
ESP,Spain,2011,9,International,13273.378
SWE,Sweden,2011,9,Total,2816.92
SWE,Sweden,2011,9,Domestic,656.457
SWE,Sweden,2011,9,International,2160.463
CHE,Switzerland,2011,9,Total,3688.245
CHE,Switzerland,2011,9,Domestic,53.978
CHE,Switzerland,2011,9,International,3634.267
GBR,United Kingdom,2011,9,Total,19944.537
GBR,United Kingdom,2011,9,Domestic,1882.114
GBR,United Kingdom,2011,9,International,18062.423
AUT,Austria,2011,10,Total,2169.417
AUT,Austria,2011,10,Domestic,53.775
AUT,Austria,2011,10,International,2115.642
BEL,Belgium,2011,10,Total,2259.696
BEL,Belgium,2011,10,Domestic,3.011
BEL,Belgium,2011,10,International,2256.685
BGR,Bulgaria,2011,10,Total,339.6
BGR,Bulgaria,2011,10,Domestic,12.315
BGR,Bulgaria,2011,10,International,327.285
HRV,Croatia,2011,10,Total,401.534
HRV,Croatia,2011,10,Domestic,45.077
HRV,Croatia,2011,10,International,356.457
CYP,Cyprus,2011,10,Total,770.287
CYP,Cyprus,2011,10,Domestic,0.008
CYP,Cyprus,2011,10,International,770.279
CZE,Czechia,2011,10,Total,1096.052
CZE,Czechia,2011,10,Domestic,9.795
CZE,Czechia,2011,10,International,1086.257
DNK,Denmark,2011,10,Total,2349.578
DNK,Denmark,2011,10,Domestic,205.998
DNK,Denmark,2011,10,International,2143.58
EST,Estonia,2011,10,Total,179.521
EST,Estonia,2011,10,Domestic,2.144
EST,Estonia,2011,10,International,177.377
FIN,Finland,2011,10,Total,1468.349
FIN,Finland,2011,10,Domestic,232.668
FIN,Finland,2011,10,International,1235.681
FRA,France,2011,10,Total,10897.892
FRA,France,2011,10,Domestic,2326.226
FRA,France,2011,10,International,8571.666
DEU,Germany,2011,10,Total,16808.357
DEU,Germany,2011,10,Domestic,2173.502
DEU,Germany,2011,10,International,14634.855
GRC,Greece,2011,10,Total,2732.079
GRC,Greece,2011,10,Domestic,466.111
GRC,Greece,2011,10,International,2265.968
HUN,Hungary,2011,10,Total,841.588
HUN,Hungary,2011,10,Domestic,0
HUN,Hungary,2011,10,International,841.588
ISL,Iceland,2011,10,Total,192.549
ISL,Iceland,2011,10,Domestic,0
ISL,Iceland,2011,10,International,192.549
IRL,Ireland,2011,10,Total,1945.142
IRL,Ireland,2011,10,Domestic,5.054
IRL,Ireland,2011,10,International,1940.088
ITA,Italy,2011,10,Total,10338.854
ITA,Italy,2011,10,Domestic,2770.698
ITA,Italy,2011,10,International,7568.156
LVA,Latvia,2011,10,Total,449.567
LVA,Latvia,2011,10,Domestic,0.13
LVA,Latvia,2011,10,International,449.437
LTU,Lithuania,2011,10,Total,247.729
LTU,Lithuania,2011,10,Domestic,0.004
LTU,Lithuania,2011,10,International,247.725
LUX,Luxembourg,2011,10,Total,161.359
LUX,Luxembourg,2011,10,Domestic,0
LUX,Luxembourg,2011,10,International,161.359
MLT,Malta,2011,10,Total,346.552
MLT,Malta,2011,10,Domestic,0
MLT,Malta,2011,10,International,346.552
NLD,Netherlands,2011,10,Total,5026.206
NLD,Netherlands,2011,10,Domestic,0.02
NLD,Netherlands,2011,10,International,5026.186
NOR,Norway,2011,10,Total,3024.297
NOR,Norway,2011,10,Domestic,1342.668
NOR,Norway,2011,10,International,1681.629
POL,Poland,2011,10,Total,1769.415
POL,Poland,2011,10,Domestic,102.522
POL,Poland,2011,10,International,1666.893
PRT,Portugal,2011,10,Total,2529.331
PRT,Portugal,2011,10,Domestic,226.588
PRT,Portugal,2011,10,International,2302.743
ROU,Romania,2011,10,Total,841.676
ROU,Romania,2011,10,Domestic,70.365
ROU,Romania,2011,10,International,771.311
SVK,Slovakia,2011,10,Total,131.389
SVK,Slovakia,2011,10,Domestic,2.868
SVK,Slovakia,2011,10,International,128.521
SVN,Slovenia,2011,10,Total,112.567
SVN,Slovenia,2011,10,Domestic,0
SVN,Slovenia,2011,10,International,112.567
ESP,Spain,2011,10,Total,15062.648
ESP,Spain,2011,10,Domestic,3121.085
ESP,Spain,2011,10,International,11941.563
SWE,Sweden,2011,10,Total,2727.798
SWE,Sweden,2011,10,Domestic,671.283
SWE,Sweden,2011,10,International,2056.515
CHE,Switzerland,2011,10,Total,3766.686
CHE,Switzerland,2011,10,Domestic,55.029
CHE,Switzerland,2011,10,International,3711.657
GBR,United Kingdom,2011,10,Total,17972.962
GBR,United Kingdom,2011,10,Domestic,1825.57
GBR,United Kingdom,2011,10,International,16147.392
AUT,Austria,2011,11,Total,1825.947
AUT,Austria,2011,11,Domestic,52.189
AUT,Austria,2011,11,International,1773.758
BEL,Belgium,2011,11,Total,1810.841
BEL,Belgium,2011,11,Domestic,1.7
BEL,Belgium,2011,11,International,1809.141
BGR,Bulgaria,2011,11,Total,245.788
BGR,Bulgaria,2011,11,Domestic,5.979
BGR,Bulgaria,2011,11,International,239.809
HRV,Croatia,2011,11,Total,183.934
HRV,Croatia,2011,11,Domestic,30.313
HRV,Croatia,2011,11,International,153.621
CYP,Cyprus,2011,11,Total,363.486
CYP,Cyprus,2011,11,Domestic,
CYP,Cyprus,2011,11,International,363.486
CZE,Czechia,2011,11,Total,793.317
CZE,Czechia,2011,11,Domestic,8.117
CZE,Czechia,2011,11,International,785.2
DNK,Denmark,2011,11,Total,1942.03
DNK,Denmark,2011,11,Domestic,212.09
DNK,Denmark,2011,11,International,1729.94
EST,Estonia,2011,11,Total,151.528
EST,Estonia,2011,11,Domestic,1.891
EST,Estonia,2011,11,International,149.637
FIN,Finland,2011,11,Total,1197.71
FIN,Finland,2011,11,Domestic,243.281
FIN,Finland,2011,11,International,954.429
FRA,France,2011,11,Total,8842.73
FRA,France,2011,11,Domestic,2130.594
FRA,France,2011,11,International,6712.136
DEU,Germany,2011,11,Total,12923.012
DEU,Germany,2011,11,Domestic,2177.836
DEU,Germany,2011,11,International,10745.176
GRC,Greece,2011,11,Total,1035.114
GRC,Greece,2011,11,Domestic,345.748
GRC,Greece,2011,11,International,689.366
HUN,Hungary,2011,11,Total,644.185
HUN,Hungary,2011,11,Domestic,0
HUN,Hungary,2011,11,International,644.185
ISL,Iceland,2011,11,Total,129.856
ISL,Iceland,2011,11,Domestic,0
ISL,Iceland,2011,11,International,129.856
IRL,Ireland,2011,11,Total,1557.258
IRL,Ireland,2011,11,Domestic,4.489
IRL,Ireland,2011,11,International,1552.769
ITA,Italy,2011,11,Total,7661.389
ITA,Italy,2011,11,Domestic,2343.029
ITA,Italy,2011,11,International,5318.36
LVA,Latvia,2011,11,Total,335.079
LVA,Latvia,2011,11,Domestic,0
LVA,Latvia,2011,11,International,335.079
LTU,Lithuania,2011,11,Total,211.285
LTU,Lithuania,2011,11,Domestic,0.004
LTU,Lithuania,2011,11,International,211.281
LUX,Luxembourg,2011,11,Total,125.482
LUX,Luxembourg,2011,11,Domestic,0
LUX,Luxembourg,2011,11,International,125.482
MLT,Malta,2011,11,Total,204.499
MLT,Malta,2011,11,Domestic,0
MLT,Malta,2011,11,International,204.499
NLD,Netherlands,2011,11,Total,3809.048
NLD,Netherlands,2011,11,Domestic,0.149
NLD,Netherlands,2011,11,International,3808.899
NOR,Norway,2011,11,Total,2575.743
NOR,Norway,2011,11,Domestic,1269.288
NOR,Norway,2011,11,International,1306.455
POL,Poland,2011,11,Total,1404.737
POL,Poland,2011,11,Domestic,91.567
POL,Poland,2011,11,International,1313.17
PRT,Portugal,2011,11,Total,1585.061
PRT,Portugal,2011,11,Domestic,168.004
PRT,Portugal,2011,11,International,1417.057
ROU,Romania,2011,11,Total,677.046
ROU,Romania,2011,11,Domestic,62.972
ROU,Romania,2011,11,International,614.074
SVK,Slovakia,2011,11,Total,83.21
SVK,Slovakia,2011,11,Domestic,3.037
SVK,Slovakia,2011,11,International,80.173
SVN,Slovenia,2011,11,Total,82.91
SVN,Slovenia,2011,11,Domestic,0
SVN,Slovenia,2011,11,International,82.91
ESP,Spain,2011,11,Total,10276.522
ESP,Spain,2011,11,Domestic,2746.016
ESP,Spain,2011,11,International,7530.506
SWE,Sweden,2011,11,Total,2366.802
SWE,Sweden,2011,11,Domestic,665.08
SWE,Sweden,2011,11,International,1701.722
CHE,Switzerland,2011,11,Total,2910.281
CHE,Switzerland,2011,11,Domestic,50.136
CHE,Switzerland,2011,11,International,2860.145
GBR,United Kingdom,2011,11,Total,13207.116
GBR,United Kingdom,2011,11,Domestic,1678.515
GBR,United Kingdom,2011,11,International,11528.601
AUT,Austria,2011,12,Total,1840.181
AUT,Austria,2011,12,Domestic,44.67
AUT,Austria,2011,12,International,1795.511
BEL,Belgium,2011,12,Total,1672.498
BEL,Belgium,2011,12,Domestic,1.446
BEL,Belgium,2011,12,International,1671.052
BGR,Bulgaria,2011,12,Total,274.324
BGR,Bulgaria,2011,12,Domestic,6.135
BGR,Bulgaria,2011,12,International,268.189
HRV,Croatia,2011,12,Total,162.005
HRV,Croatia,2011,12,Domestic,27.964
HRV,Croatia,2011,12,International,134.041
CYP,Cyprus,2011,12,Total,287.201
CYP,Cyprus,2011,12,Domestic,0
CYP,Cyprus,2011,12,International,287.201
CZE,Czechia,2011,12,Total,785.403
CZE,Czechia,2011,12,Domestic,6.514
CZE,Czechia,2011,12,International,778.889
DNK,Denmark,2011,12,Total,1751.419
DNK,Denmark,2011,12,Domestic,171.477
DNK,Denmark,2011,12,International,1579.942
EST,Estonia,2011,12,Total,142.742
EST,Estonia,2011,12,Domestic,1.98
EST,Estonia,2011,12,International,140.762
FIN,Finland,2011,12,Total,1321.809
FIN,Finland,2011,12,Domestic,250.815
FIN,Finland,2011,12,International,1070.994
FRA,France,2011,12,Total,9333.602
FRA,France,2011,12,Domestic,2279.145
FRA,France,2011,12,International,7054.457
DEU,Germany,2011,12,Total,12029.444
DEU,Germany,2011,12,Domestic,1910.089
DEU,Germany,2011,12,International,10119.355
GRC,Greece,2011,12,Total,1059.687
GRC,Greece,2011,12,Domestic,355.463
GRC,Greece,2011,12,International,704.224
HUN,Hungary,2011,12,Total,628.919
HUN,Hungary,2011,12,Domestic,0
HUN,Hungary,2011,12,International,628.919
ISL,Iceland,2011,12,Total,126.391
ISL,Iceland,2011,12,Domestic,0
ISL,Iceland,2011,12,International,126.391
IRL,Ireland,2011,12,Total,1504.397
IRL,Ireland,2011,12,Domestic,4.34
IRL,Ireland,2011,12,International,1500.057
ITA,Italy,2011,12,Total,7728.799
ITA,Italy,2011,12,Domestic,2419.482
ITA,Italy,2011,12,International,5309.317
LVA,Latvia,2011,12,Total,336.128
LVA,Latvia,2011,12,Domestic,0.016
LVA,Latvia,2011,12,International,336.112
LTU,Lithuania,2011,12,Total,215.823
LTU,Lithuania,2011,12,Domestic,0.008
LTU,Lithuania,2011,12,International,215.815
LUX,Luxembourg,2011,12,Total,121.936
LUX,Luxembourg,2011,12,Domestic,0.217
LUX,Luxembourg,2011,12,International,121.719
MLT,Malta,2011,12,Total,173.544
MLT,Malta,2011,12,Domestic,0.02
MLT,Malta,2011,12,International,173.524
NLD,Netherlands,2011,12,Total,3779.133
NLD,Netherlands,2011,12,Domestic,0.023
NLD,Netherlands,2011,12,International,3779.11
NOR,Norway,2011,12,Total,2251.486
NOR,Norway,2011,12,Domestic,1042.403
NOR,Norway,2011,12,International,1209.083
POL,Poland,2011,12,Total,1378.056
POL,Poland,2011,12,Domestic,95.511
POL,Poland,2011,12,International,1282.545
PRT,Portugal,2011,12,Total,1658.998
PRT,Portugal,2011,12,Domestic,186.542
PRT,Portugal,2011,12,International,1472.456
ROU,Romania,2011,12,Total,689.858
ROU,Romania,2011,12,Domestic,48.768
ROU,Romania,2011,12,International,641.09
SVK,Slovakia,2011,12,Total,78.56
SVK,Slovakia,2011,12,Domestic,2.443
SVK,Slovakia,2011,12,International,76.117
SVN,Slovenia,2011,12,Total,72.153
SVN,Slovenia,2011,12,Domestic,0
SVN,Slovenia,2011,12,International,72.153
ESP,Spain,2011,12,Total,9940.712
ESP,Spain,2011,12,Domestic,2676.416
ESP,Spain,2011,12,International,7264.296
SWE,Sweden,2011,12,Total,2159.2
SWE,Sweden,2011,12,Domestic,565.565
SWE,Sweden,2011,12,International,1593.635
CHE,Switzerland,2011,12,Total,3185.073
CHE,Switzerland,2011,12,Domestic,52.54
CHE,Switzerland,2011,12,International,3132.533
GBR,United Kingdom,2011,12,Total,13671.248
GBR,United Kingdom,2011,12,Domestic,1548.397
GBR,United Kingdom,2011,12,International,12122.851
AUT,Austria,2012,1,Total,1801.994
AUT,Austria,2012,1,Domestic,50.187
AUT,Austria,2012,1,International,1751.807
BEL,Belgium,2012,1,Total,1534.946
BEL,Belgium,2012,1,Domestic,1.579
BEL,Belgium,2012,1,International,1533.367
BGR,Bulgaria,2012,1,Total,276.87
BGR,Bulgaria,2012,1,Domestic,5.015
BGR,Bulgaria,2012,1,International,271.855
HRV,Croatia,2012,1,Total,150.95
HRV,Croatia,2012,1,Domestic,25.491
HRV,Croatia,2012,1,International,125.459
CYP,Cyprus,2012,1,Total,264.784
CYP,Cyprus,2012,1,Domestic,0
CYP,Cyprus,2012,1,International,264.784
CZE,Czechia,2012,1,Total,691.746
CZE,Czechia,2012,1,Domestic,6.626
CZE,Czechia,2012,1,International,685.12
DNK,Denmark,2012,1,Total,1763.482
DNK,Denmark,2012,1,Domestic,173.686
DNK,Denmark,2012,1,International,1589.796
EST,Estonia,2012,1,Total,133.273
EST,Estonia,2012,1,Domestic,1.514
EST,Estonia,2012,1,International,131.759
FIN,Finland,2012,1,Total,1256.353
FIN,Finland,2012,1,Domestic,246.19
FIN,Finland,2012,1,International,1010.163
FRA,France,2012,1,Total,8750.735
FRA,France,2012,1,Domestic,2091.218
FRA,France,2012,1,International,6659.517
DEU,Germany,2012,1,Total,11336.452
DEU,Germany,2012,1,Domestic,1771.181
DEU,Germany,2012,1,International,9565.271
GRC,Greece,2012,1,Total,971.14
GRC,Greece,2012,1,Domestic,334.873
GRC,Greece,2012,1,International,636.267
HUN,Hungary,2012,1,Total,564.581
HUN,Hungary,2012,1,Domestic,0
HUN,Hungary,2012,1,International,564.581
ISL,Iceland,2012,1,Total,114.945
ISL,Iceland,2012,1,Domestic,0
ISL,Iceland,2012,1,International,114.945
IRL,Ireland,2012,1,Total,1381.847
IRL,Ireland,2012,1,Domestic,3.091
IRL,Ireland,2012,1,International,1378.756
ITA,Italy,2012,1,Total,7388.814
ITA,Italy,2012,1,Domestic,2129.521
ITA,Italy,2012,1,International,5259.293
LVA,Latvia,2012,1,Total,316.624
LVA,Latvia,2012,1,Domestic,0
LVA,Latvia,2012,1,International,316.624
LTU,Lithuania,2012,1,Total,208.051
LTU,Lithuania,2012,1,Domestic,0
LTU,Lithuania,2012,1,International,208.051
LUX,Luxembourg,2012,1,Total,105.222
LUX,Luxembourg,2012,1,Domestic,0.003
LUX,Luxembourg,2012,1,International,105.219
MLT,Malta,2012,1,Total,165.969
MLT,Malta,2012,1,Domestic,0
MLT,Malta,2012,1,International,165.969
NLD,Netherlands,2012,1,Total,3677.552
NLD,Netherlands,2012,1,Domestic,0.092
NLD,Netherlands,2012,1,International,3677.46
NOR,Norway,2012,1,Total,2252.515
NOR,Norway,2012,1,Domestic,1087.428
NOR,Norway,2012,1,International,1165.087
POL,Poland,2012,1,Total,1333.854
POL,Poland,2012,1,Domestic,87.57
POL,Poland,2012,1,International,1246.284
PRT,Portugal,2012,1,Total,1598.125
PRT,Portugal,2012,1,Domestic,186.118
PRT,Portugal,2012,1,International,1412.007
ROU,Romania,2012,1,Total,657.077
ROU,Romania,2012,1,Domestic,44.728
ROU,Romania,2012,1,International,612.349
SVK,Slovakia,2012,1,Total,71.757
SVK,Slovakia,2012,1,Domestic,2.123
SVK,Slovakia,2012,1,International,69.634
SVN,Slovenia,2012,1,Total,66.588
SVN,Slovenia,2012,1,Domestic,0
SVN,Slovenia,2012,1,International,66.588
ESP,Spain,2012,1,Total,9306.924
ESP,Spain,2012,1,Domestic,2355.761
ESP,Spain,2012,1,International,6951.163
SWE,Sweden,2012,1,Total,2063.957
SWE,Sweden,2012,1,Domestic,520.777
SWE,Sweden,2012,1,International,1543.18
CHE,Switzerland,2012,1,Total,3145.106
CHE,Switzerland,2012,1,Domestic,50.429
CHE,Switzerland,2012,1,International,3094.677
GBR,United Kingdom,2012,1,Total,12794.334
GBR,United Kingdom,2012,1,Domestic,1408.903
GBR,United Kingdom,2012,1,International,11385.431
AUT,Austria,2012,2,Total,1810.625
AUT,Austria,2012,2,Domestic,54.098
AUT,Austria,2012,2,International,1756.527
BEL,Belgium,2012,2,Total,1586.685
BEL,Belgium,2012,2,Domestic,2.216
BEL,Belgium,2012,2,International,1584.469
BGR,Bulgaria,2012,2,Total,248.309
BGR,Bulgaria,2012,2,Domestic,5.499
BGR,Bulgaria,2012,2,International,242.81
HRV,Croatia,2012,2,Total,130.763
HRV,Croatia,2012,2,Domestic,22.3
HRV,Croatia,2012,2,International,108.463
