ISO3,Year,Month,Total,Domestic,International
MDV,2010,8,209.552,19.518,190.034
MDV,2010,9,180.643,25.219,155.424
MDV,2010,10,173.715,18.185,155.53
MDV,2010,11,170.517,17.418,153.099
MDV,2010,12,222.252,32.041,190.211
MEX,2010,1,4461.523,2104.72,2356.803
MEX,2010,2,3929.422,1794.591,2134.831
MEX,2010,3,4808.984,2273.672,2535.312
MEX,2010,4,4251.52,2175.807,2075.713
MEX,2010,5,4261.52,2289.706,1971.814
MEX,2010,6,4468.091,2384.696,2083.395
MEX,2010,7,4912.624,2535.441,2377.183
MEX,2010,8,4587.169,2429.768,2157.401
MEX,2010,9,3780.368,2132.854,1647.514
MEX,2010,10,4069.248,2303.21,1766.038
MEX,2010,11,4108.113,2312.757,1795.356
MEX,2010,12,4603.244,2470.928,2132.316
MHL,2010,1,5.787,1.909,3.878
MHL,2010,2,6.197,2.013,4.184
MHL,2010,3,6.308,1.975,4.333
MHL,2010,4,5.08,1.485,3.595
MHL,2010,5,5.676,2.044,3.632
MHL,2010,6,6.755,2.716,4.039
MHL,2010,7,7.134,2.631,4.503
MHL,2010,8,4.882,1.665,3.217
MHL,2010,9,5.73,2.272,3.458
MHL,2010,10,5.274,1.822,3.452
MHL,2010,11,5.971,1.911,4.06
MHL,2010,12,13.115,4.879,8.236
MKD,2010,1,38.172,NA,38.172
MKD,2010,2,36.233,NA,36.233
MKD,2010,3,43.704,NA,43.704
MKD,2010,4,40.831,NA,40.831
MKD,2010,5,46.599,NA,46.599
MKD,2010,6,55.501,NA,55.501
MKD,2010,7,60.501,NA,60.501
MKD,2010,8,58.04,NA,58.04
MKD,2010,9,49.169,NA,49.169
MKD,2010,10,41.743,NA,41.743
MKD,2010,11,33.285,NA,33.285
MKD,2010,12,37.143,NA,37.143
MLI,2010,1,91.055,1.927,89.128
MLI,2010,2,74.499,1.422,73.077
MLI,2010,3,79.959,1.57,78.389
MLI,2010,4,47.131,1.627,45.504
MLI,2010,5,52.373,1.976,50.397
MLI,2010,6,58.659,2.11,56.549
MLI,2010,7,61.901,2.178,59.723
MLI,2010,8,55.776,1.986,53.79
MLI,2010,9,48.4,2.027,46.373
MLI,2010,10,48.855,1.472,47.383
MLI,2010,11,30.917,1.116,29.801
MLI,2010,12,39.286,1.678,37.608
MLT,2010,1,205.317,NA,205.317
MLT,2010,2,189.647,NA,189.647
MLT,2010,3,237.082,NA,237.082
MLT,2010,4,269.409,NA,269.409
MLT,2010,5,307.115,NA,307.115
MLT,2010,6,342.913,NA,342.913
MLT,2010,7,356.169,NA,356.169
MLT,2010,8,358.864,NA,358.864
MLT,2010,9,302.638,NA,302.638
MLT,2010,10,296.045,NA,296.045
MLT,2010,11,262.682,NA,262.682
MLT,2010,12,307.278,NA,307.278
MMR,2010,1,203.856,106.449,97.407
MMR,2010,2,171.186,89.66,81.526
MMR,2010,3,191.335,103.124,88.211
MMR,2010,4,193.582,107.873,85.709
MMR,2010,5,164.887,102.629,62.258
MMR,2010,6,151.772,91.062,60.71
MMR,2010,7,184.608,111.887,72.721
MMR,2010,8,152.921,91.843,61.078
MMR,2010,9,188.623,119.618,69.005
MMR,2010,10,195.347,115.367,79.98
MMR,2010,11,179.536,122.348,57.188
MMR,2010,12,209.357,149.622,59.735
MNE,2010,1,68.938,NA,68.938
MNE,2010,2,63.352,NA,63.352
MNE,2010,3,68.234,NA,68.234
MNE,2010,4,33.141,NA,33.141
MNE,2010,5,41.923,NA,41.923
MNE,2010,6,57.683,NA,57.683
MNE,2010,7,69.722,NA,69.722
MNE,2010,8,65.525,NA,65.525
MNE,2010,9,52.384,NA,52.384
MNE,2010,10,37.813,NA,37.813
MNE,2010,11,20.191,NA,20.191
MNE,2010,12,23.11,NA,23.11
MNG,2010,1,25.608,3.117,22.491
MNG,2010,2,22.371,2.691,19.68
MNG,2010,3,29.943,3.941,26.002
MNG,2010,4,30.786,3.604,27.182
MNG,2010,5,40.307,4.765,35.542
MNG,2010,6,54.237,6.37,47.867
MNG,2010,7,76.207,6.597,69.61
MNG,2010,8,77.715,5.393,72.322
MNG,2010,9,61.687,5.326,56.361
MNG,2010,10,37.435,3.54,33.895
MNG,2010,11,11.814,2.247,9.567
MNG,2010,12,10.46,2.5,7.96
MNP,2010,1,84.199,1.73,82.469
MNP,2010,2,74.514,1.975,72.539
MNP,2010,3,82.961,1.6,81.361
MNP,2010,4,62.101,1.378,60.723
MNP,2010,5,73.994,2.104,71.89
MNP,2010,6,76.308,2.171,74.137
MNP,2010,7,81.848,1.843,80.005
MNP,2010,8,83.965,1.549,82.416
MNP,2010,9,68.639,2.129,66.51
MNP,2010,10,62.937,1.637,61.3
MNP,2010,11,55.778,1.307,54.471
MNP,2010,12,66.748,2.184,64.564
MOZ,2010,1,88.963,49.24,39.723
MOZ,2010,2,76.466,41.389,35.077
MOZ,2010,3,85.493,46.004,39.489
MOZ,2010,4,87.685,50.617,37.068
MOZ,2010,5,95.063,54.504,40.559
MOZ,2010,6,108.047,63.05,44.997
MOZ,2010,7,113.448,64.783,48.665
MOZ,2010,8,109.213,62.698,46.515
MOZ,2010,9,95.107,54.965,40.142
MOZ,2010,10,89.664,50.329,39.335
MOZ,2010,11,92.942,50.88,42.062
MOZ,2010,12,109.447,61.434,48.013
MRT,2010,1,32.326,3.883,28.443
MRT,2010,2,30.314,3.619,26.695
MRT,2010,3,31.431,3.68,27.751
MRT,2010,4,13.552,NA,13.552
MRT,2010,5,14.625,NA,14.625
MRT,2010,6,16.464,NA,16.464
MRT,2010,7,17.569,NA,17.569
MRT,2010,8,17.095,NA,17.095
MRT,2010,9,14.652,NA,14.652
MRT,2010,10,13.377,NA,13.377
MRT,2010,11,3.959,NA,3.959
MRT,2010,12,3.518,NA,3.518
MSR,2010,1,2.035,NA,2.035
MSR,2010,2,2.24,NA,2.24
MSR,2010,3,2.06,NA,2.06
MSR,2010,4,1.773,NA,1.773
MSR,2010,5,1.873,NA,1.873
MSR,2010,6,1.793,NA,1.793
MSR,2010,7,1.933,NA,1.933
MSR,2010,8,1.842,NA,1.842
MSR,2010,9,1.681,NA,1.681
MSR,2010,10,1.421,NA,1.421
MSR,2010,11,1.483,NA,1.483
MSR,2010,12,2.247,NA,2.247
MTQ,2010,1,134.374,NA,134.374
MTQ,2010,2,130.29,NA,130.29
MTQ,2010,3,132.971,NA,132.971
MTQ,2010,4,123.86,NA,123.86
MTQ,2010,5,100.142,NA,100.142
MTQ,2010,6,105.688,NA,105.688
MTQ,2010,7,137.869,NA,137.869
MTQ,2010,8,122.575,NA,122.575
MTQ,2010,9,90.382,NA,90.382
MTQ,2010,10,97.19,NA,97.19
MTQ,2010,11,42.041,NA,42.041
MTQ,2010,12,59.248,NA,59.248
MUS,2010,1,258.963,7.894,251.069
MUS,2010,2,176.121,4.08,172.041
MUS,2010,3,201.216,3.758,197.458
MUS,2010,4,187.02,3.687,183.333
MUS,2010,5,177.857,5.208,172.649
MUS,2010,6,172.817,4.919,167.898
MUS,2010,7,234.56,9.569,224.991
MUS,2010,8,211.38,6.272,205.108
MUS,2010,9,159.315,4.615,154.7
MUS,2010,10,177.456,4.519,172.937
MUS,2010,11,160.655,4.995,155.66
MUS,2010,12,189.255,7.4,181.855
MWI,2010,1,37.896,5.357,32.539
MWI,2010,2,29.561,4.673,24.888
MWI,2010,3,33.525,4.562,28.963
MWI,2010,4,37.222,4.026,33.196
MWI,2010,5,39.762,5.603,34.159
MWI,2010,6,47.953,6.816,41.137
MWI,2010,7,53.073,6.942,46.131
MWI,2010,8,49.696,6.21,43.486
MWI,2010,9,43.432,6.02,37.412
MWI,2010,10,36.076,3.844,32.232
MWI,2010,11,32.291,5.326,26.965
MWI,2010,12,39.855,6.921,32.934
MYS,2010,1,3717.839,1341.058,2376.781
MYS,2010,2,3071.618,1073.763,1997.855
MYS,2010,3,3192.914,1103.321,2089.593
MYS,2010,4,2686.155,836.497,1849.658
MYS,2010,5,3144.887,1082.85,2062.037
MYS,2010,6,3349.229,1183.365,2165.864
MYS,2010,7,3634.797,1256.531,2378.266
MYS,2010,8,3225.879,1131.368,2094.511
MYS,2010,9,3090.216,1120.072,1970.144
MYS,2010,10,3508.087,1332.208,2175.879
MYS,2010,11,4035.889,1630.123,2405.766
MYS,2010,12,3865.303,1496.546,2368.757
MYT,2010,1,26.442,NA,26.442
MYT,2010,2,21.368,NA,21.368
MYT,2010,3,20.356,NA,20.356
MYT,2010,4,17.218,NA,17.218
MYT,2010,5,22.338,NA,22.338
MYT,2010,6,25.853,NA,25.853
MYT,2010,7,28.815,NA,28.815
MYT,2010,8,23.714,NA,23.714
MYT,2010,9,21.418,NA,21.418
MYT,2010,10,17.737,NA,17.737
MYT,2010,11,1.379,NA,1.379
MYT,2010,12,1.531,NA,1.531
NAM,2010,1,67.989,3.813,64.176
NAM,2010,2,70.73,3.483,67.247
NAM,2010,3,78.482,3.898,74.584
NAM,2010,4,67.83,3.443,64.387
NAM,2010,5,73.618,3.86,69.758
NAM,2010,6,86.786,4.778,82.008
NAM,2010,7,100.212,5.034,95.178
NAM,2010,8,95.53,4.554,90.976
NAM,2010,9,77.764,4.008,73.756
NAM,2010,10,69.425,3.089,66.336
NAM,2010,11,67.835,3.359,64.476
NAM,2010,12,83.444,5.621,77.823
NCL,2010,1,61.752,19.044,42.708
NCL,2010,2,54.927,18.555,36.372
NCL,2010,3,53.821,17.639,36.182
NCL,2010,4,45.734,14.837,30.897
NCL,2010,5,55.691,21.512,34.179
NCL,2010,6,58.693,22.705,35.988
NCL,2010,7,65.179,23.933,41.246
NCL,2010,8,57.193,18.295,38.898
NCL,2010,9,50.091,19.859,30.232
NCL,2010,10,43.662,13.37,30.292
NCL,2010,11,50.992,19.188,31.804
NCL,2010,12,73.929,34.434,39.495
NER,2010,1,17.96,NA,17.96
NER,2010,2,18.135,NA,18.135
NER,2010,3,19.519,NA,19.519
NER,2010,4,12.969,NA,12.969
NER,2010,5,13.217,NA,13.217
NER,2010,6,16.205,NA,16.205
NER,2010,7,17.898,NA,17.898
NER,2010,8,16.429,NA,16.429
NER,2010,9,13.585,NA,13.585
NER,2010,10,12.032,NA,12.032
NER,2010,11,9.103,NA,9.103
NER,2010,12,10.425,NA,10.425
NFK,2010,1,0.761,NA,0.761
NFK,2010,2,0.701,NA,0.701
NFK,2010,3,0.643,NA,0.643
NFK,2010,4,0.512,NA,0.512
NFK,2010,5,0.699,NA,0.699
NFK,2010,6,0.729,NA,0.729
NFK,2010,7,0.914,NA,0.914
NFK,2010,8,0.56,NA,0.56
NFK,2010,9,0.604,NA,0.604
NFK,2010,10,0.609,NA,0.609
NFK,2010,11,0.538,NA,0.538
NFK,2010,12,0.722,NA,0.722
NGA,2010,1,657.041,303.545,353.496
NGA,2010,2,545.717,247.025,298.692
NGA,2010,3,620.007,284.598,335.409
NGA,2010,4,618.582,290.643,327.939
NGA,2010,5,646.384,321.925,324.459
NGA,2010,6,639.359,301.401,337.958
NGA,2010,7,702.019,329.1,372.919
NGA,2010,8,592.152,250.406,341.746
NGA,2010,9,571.676,257.772,313.904
NGA,2010,10,598.744,266.131,332.613
NGA,2010,11,584.096,291.508,292.588
NGA,2010,12,654.432,327.88,326.552
NIC,2010,1,85.59,NA,85.59
NIC,2010,2,69.115,NA,69.115
NIC,2010,3,77.284,NA,77.284
NIC,2010,4,74.785,NA,74.785
NIC,2010,5,73.391,NA,73.391
NIC,2010,6,77.026,NA,77.026
NIC,2010,7,95.671,NA,95.671
NIC,2010,8,84.118,NA,84.118
NIC,2010,9,63.936,NA,63.936
NIC,2010,10,69.095,NA,69.095
NIC,2010,11,75.088,NA,75.088
NIC,2010,12,95.829,NA,95.829
NIU,2010,1,0.723,NA,0.723
NIU,2010,2,0.715,NA,0.715
NIU,2010,3,0.655,NA,0.655
NIU,2010,4,0.58,NA,0.58
NIU,2010,5,0.597,NA,0.597
NIU,2010,6,0.69,NA,0.69
NIU,2010,7,0.87,NA,0.87
NIU,2010,8,0.525,NA,0.525
NIU,2010,9,0.565,NA,0.565
NIU,2010,10,0.574,NA,0.574
NIU,2010,11,0.509,NA,0.509
NIU,2010,12,0.792,NA,0.792
NLD,2010,1,3373.93,0.546,3373.384
NLD,2010,2,3028.999,0.629,3028.37
NLD,2010,3,3738.299,0.874,3737.425
NLD,2010,4,3541.065,0.359,3540.706
NLD,2010,5,4084.29,0.384,4083.906
NLD,2010,6,4272.705,0.48,4272.225
NLD,2010,7,4424.581,0.34,4424.241
NLD,2010,8,4609.877,0.479,4609.398
NLD,2010,9,4199.274,0.437,4198.837
NLD,2010,10,4094.237,0.459,4093.778
NLD,2010,11,2986.745,0.506,2986.239
NLD,2010,12,3208.327,0.354,3207.973
NOR,2010,1,2053.236,919.929,1133.307
NOR,2010,2,2062.587,973.241,1089.346
NOR,2010,3,2410.336,1110.025,1300.311
NOR,2010,4,2429.499,1117.586,1311.913
NOR,2010,5,2791.898,1231.204,1560.694
NOR,2010,6,3194.827,1455.64,1739.187
NOR,2010,7,2938.587,1125.906,1812.681
NOR,2010,8,3163.49,1326.826,1836.664
NOR,2010,9,3039.276,1416.475,1622.801
NOR,2010,10,2847.014,1354.993,1492.021
NOR,2010,11,1576.219,718.287,857.932
NOR,2010,12,1490.322,655.299,835.023
NPL,2010,1,258.649,32.74,225.909
NPL,2010,2,220.517,28.819,191.698
NPL,2010,3,254.134,34.269,219.865
NPL,2010,4,254.126,35.965,218.161
NPL,2010,5,269.129,39.523,229.606
NPL,2010,6,258.509,34.179,224.33
NPL,2010,7,267.701,31.108,236.593
NPL,2010,8,247.818,33.246,214.572
NPL,2010,9,256.023,42.515,213.508
NPL,2010,10,284.273,41.181,243.092
NPL,2010,11,263.695,40.106,223.589
NPL,2010,12,308.274,44.558,263.716
NRU,2010,1,2.337,NA,2.337
NRU,2010,2,2.176,NA,2.176
NRU,2010,3,2.448,NA,2.448
NRU,2010,4,2.448,NA,2.448
NRU,2010,5,1.715,NA,1.715
NRU,2010,6,2.448,NA,2.448
NRU,2010,7,2.448,NA,2.448
NRU,2010,8,2.448,NA,2.448
NRU,2010,9,1.592,NA,1.592
NRU,2010,10,2.166,NA,2.166
NRU,2010,11,2.025,NA,2.025
NRU,2010,12,2.448,NA,2.448
NZL,2010,1,1482.126,621.766,860.36
NZL,2010,2,1399.613,680.125,719.488
NZL,2010,3,1518.253,752.671,765.582
NZL,2010,4,1378.251,691.25,687.001
NZL,2010,5,1370.366,674.182,696.184
NZL,2010,6,1506.597,759.523,747.074
NZL,2010,7,1826.739,888.257,938.482
NZL,2010,8,1657.76,802.145,855.615
NZL,2010,9,1438.275,733.488,704.787
NZL,2010,10,1433.873,733.696,700.177
NZL,2010,11,1405.676,709.099,696.577
NZL,2010,12,1764.921,916.086,848.835
OMN,2010,1,563.439,31.525,531.914
OMN,2010,2,489.815,27.975,461.84
OMN,2010,3,531.563,31.162,500.401
OMN,2010,4,491.875,34.346,457.529
OMN,2010,5,550.596,37.179,513.417
OMN,2010,6,587.273,39.932,547.341
OMN,2010,7,570.339,37.647,532.692
OMN,2010,8,505.088,33.832,471.256
OMN,2010,9,487.938,36.985,450.953
OMN,2010,10,497.352,33.806,463.546
OMN,2010,11,513.73,39.894,473.836
OMN,2010,12,646.739,53.629,593.11
PAK,2010,1,839.825,249.166,590.659
PAK,2010,2,726.077,210.468,515.609
PAK,2010,3,810.811,247.288,563.523
PAK,2010,4,658.786,210.164,448.622
PAK,2010,5,721.674,230.471,491.203
PAK,2010,6,800.479,265.587,534.892
PAK,2010,7,780.404,251.397,529.007
PAK,2010,8,707.946,228.634,479.312
PAK,2010,9,733.341,251.612,481.729
PAK,2010,10,720.718,236.568,484.15
PAK,2010,11,711.837,249.711,462.126
PAK,2010,12,824.148,271.111,553.037
PAN,2010,1,625.087,33.122,591.965
PAN,2010,2,532.282,24.119,508.163
PAN,2010,3,593.422,26.543,566.879
PAN,2010,4,550.416,23.942,526.474
PAN,2010,5,538.528,22.934,515.594
PAN,2010,6,575.419,32.398,543.021
PAN,2010,7,661.125,37.162,623.963
PAN,2010,8,591.799,29.278,562.521
PAN,2010,9,498.038,31.157,466.881
PAN,2010,10,541.7,26.914,514.786
PAN,2010,11,626.252,37.636,588.616
PAN,2010,12,693.054,37.97,655.084
PER,2010,1,796.914,296.399,500.515
PER,2010,2,703.328,277.024,426.304
PER,2010,3,824.729,334.917,489.812
PER,2010,4,820.863,356.938,463.925
PER,2010,5,861.82,367.454,494.366
PER,2010,6,903.519,386.006,517.513
PER,2010,7,991.887,420.433,571.454
PER,2010,8,991.367,420.628,570.739
PER,2010,9,886.615,399.127,487.488
PER,2010,10,885.32,398.317,487.003
PER,2010,11,878.716,388.157,490.559
PER,2010,12,1054.212,463.488,590.724
PHL,2010,1,2321.927,1089.579,1232.348
PHL,2010,2,1923.658,914.932,1008.726
PHL,2010,3,2183.421,1051.752,1131.669
PHL,2010,4,2385.873,1252.865,1133.008
PHL,2010,5,2320.491,1197.051,1123.44
PHL,2010,6,2070.678,1023.455,1047.223
PHL,2010,7,2314.027,1106.54,1207.487
PHL,2010,8,2086.313,1019.518,1066.795
PHL,2010,9,2138.599,1112.4,1026.199
PHL,2010,10,2623.482,1454.143,1169.339
PHL,2010,11,2781.992,1551.086,1230.906
PHL,2010,12,2649.983,1357.558,1292.425
PLW,2010,1,14.14,NA,14.14
PLW,2010,2,14.854,NA,14.854
PLW,2010,3,11.524,NA,11.524
PLW,2010,4,8.978,NA,8.978
PLW,2010,5,8.087,NA,8.087
PLW,2010,6,8.532,NA,8.532
PLW,2010,7,11.986,NA,11.986
PLW,2010,8,7.136,NA,7.136
PLW,2010,9,6.857,NA,6.857
PLW,2010,10,8.865,NA,8.865
PLW,2010,11,10.801,NA,10.801
PLW,2010,12,14.809,NA,14.809
PNG,2010,1,166.602,119.452,47.15
PNG,2010,2,133.98,94.521,39.459
PNG,2010,3,121.68,82.872,38.808
PNG,2010,4,99.027,61.077,37.95
PNG,2010,5,135.36,91.584,43.776
PNG,2010,6,163.006,117.411,45.595
PNG,2010,7,173.892,124.724,49.168
PNG,2010,8,150.139,104.493,45.646
PNG,2010,9,133.56,95.024,38.536
PNG,2010,10,124.415,82.069,42.346
PNG,2010,11,147.538,101.856,45.682
PNG,2010,12,180.025,126.325,53.7
POL,2010,1,1250.742,70.54,1180.202
POL,2010,2,1125.632,65.731,1059.901
POL,2010,3,1426.553,85.692,1340.861
POL,2010,4,1391.197,85.35,1305.847
POL,2010,5,1607.44,95.5,1511.94
POL,2010,6,1810.372,107.437,1702.935
POL,2010,7,1860.628,105.884,1754.744
POL,2010,8,1859.522,110.714,1748.808
POL,2010,9,1652.16,106.409,1545.751
POL,2010,10,1549.533,101.795,1447.738
POL,2010,11,894.514,85,809.514
POL,2010,12,956.127,84.688,871.439
PRI,2010,1,829.231,5.266,823.965
PRI,2010,2,711.25,5.489,705.761
PRI,2010,3,803.226,5.509,797.717
PRI,2010,4,697.961,5.447,692.514
PRI,2010,5,697.914,5.198,692.716
PRI,2010,6,765.498,5.69,759.808
PRI,2010,7,850.476,5.317,845.159
PRI,2010,8,712.309,4.797,707.512
PRI,2010,9,500.908,5.521,495.387
PRI,2010,10,553.515,5.812,547.703
PRI,2010,11,552.564,6.602,545.962
PRI,2010,12,668.71,5.85,662.86
PRK,2010,1,4.147,NA,4.147
PRK,2010,2,4.062,NA,4.062
PRK,2010,3,5.716,NA,5.716
PRK,2010,4,5.968,NA,5.968
PRK,2010,5,6.02,NA,6.02
PRK,2010,6,6.908,NA,6.908
PRK,2010,7,7.079,NA,7.079
PRK,2010,8,5.748,NA,5.748
PRK,2010,9,6.725,NA,6.725
PRK,2010,10,6.582,NA,6.582
PRK,2010,11,5.36,NA,5.36
PRK,2010,12,4.887,NA,4.887
PRT,2010,1,1774.245,290.637,1483.608
PRT,2010,2,1612.044,258.908,1353.136
PRT,2010,3,1943.494,294.921,1648.573
PRT,2010,4,1979.583,300.027,1679.556
PRT,2010,5,2254.029,309.123,1944.906
PRT,2010,6,2486.797,344.647,2142.15
PRT,2010,7,2742.629,383.786,2358.843
PRT,2010,8,2770.089,385.534,2384.555
PRT,2010,9,2318.143,320.471,1997.672
PRT,2010,10,2284.389,332.804,1951.585
PRT,2010,11,1500.89,231.943,1268.947
PRT,2010,12,1703.315,255.356,1447.959
PRY,2010,1,71.104,4.467,66.637
PRY,2010,2,60.379,3.874,56.505
PRY,2010,3,68.328,4.318,64.01
PRY,2010,4,67.01,4.174,62.836
PRY,2010,5,74.745,5.316,69.429
PRY,2010,6,81.133,6.062,75.071
PRY,2010,7,89.398,6.323,83.075
PRY,2010,8,82.82,5.604,77.216
PRY,2010,9,69.067,4.95,64.117
PRY,2010,10,63.358,4.475,58.883
PRY,2010,11,71.856,5.195,66.661
PRY,2010,12,84.065,6.205,77.86
PYF,2010,1,128.844,85.084,43.76
PYF,2010,2,111.999,73.384,38.615
PYF,2010,3,111.302,69.645,41.657
PYF,2010,4,92.247,55.944,36.303
PYF,2010,5,106.447,66.654,39.793
PYF,2010,6,134.494,85.205,49.289
PYF,2010,7,139.986,80.309,59.677
PYF,2010,8,122.997,64.212,58.785
PYF,2010,9,121.429,77.097,44.332
PYF,2010,10,105.648,62.727,42.921
PYF,2010,11,83.498,49.251,34.247
PYF,2010,12,130.58,82.471,48.109
QAT,2010,1,1457.17,NA,1457.17
QAT,2010,2,1328.03,NA,1328.03
QAT,2010,3,1483.301,NA,1483.301
QAT,2010,4,1349.883,NA,1349.883
QAT,2010,5,1472.634,NA,1472.634
QAT,2010,6,1525.296,NA,1525.296
QAT,2010,7,1511.754,NA,1511.754
QAT,2010,8,1395.934,NA,1395.934
QAT,2010,9,1327.74,NA,1327.74
QAT,2010,10,1392.794,NA,1392.794
QAT,2010,11,1372.469,NA,1372.469
QAT,2010,12,1644.847,NA,1644.847
REU,2010,1,206.381,NA,206.381
REU,2010,2,120.416,NA,120.416
REU,2010,3,149.677,NA,149.677
REU,2010,4,115.723,NA,115.723
REU,2010,5,143.397,NA,143.397
REU,2010,6,143.657,NA,143.657
REU,2010,7,196.948,NA,196.948
REU,2010,8,175.996,NA,175.996
REU,2010,9,129.764,NA,129.764
REU,2010,10,143.55,NA,143.55
REU,2010,11,65.019,NA,65.019
REU,2010,12,80.602,NA,80.602
RKS,2010,1,NA,NA,NA
RKS,2010,2,NA,NA,NA
RKS,2010,3,NA,NA,NA
RKS,2010,4,NA,NA,NA
RKS,2010,5,NA,NA,NA
RKS,2010,6,NA,NA,NA
RKS,2010,7,NA,NA,NA
ROU,2010,1,733.883,63.549,670.334
ROU,2010,2,691.954,63.355,628.599
ROU,2010,3,849.729,78.413,771.316
ROU,2010,4,811.621,76.291,735.33
ROU,2010,5,902.091,81.563,820.528
ROU,2010,6,1007.812,95.654,912.158
ROU,2010,7,1068.073,97.379,970.694
ROU,2010,8,1069.314,95.898,973.416
ROU,2010,9,945.871,89.683,856.188
ROU,2010,10,910.345,83.911,826.434
ROU,2010,11,590.631,78.684,511.947
ROU,2010,12,654.205,85.876,568.329
RUS,2010,1,4053.133,1784.961,2268.172
RUS,2010,2,3541.752,1605.487,1936.265
RUS,2010,3,4431.531,2087.643,2343.888
RUS,2010,4,3078.366,1323.161,1755.205
RUS,2010,5,3715.723,1639.013,2076.71
RUS,2010,6,4320.308,1981.933,2338.375
RUS,2010,7,4567.89,2043.983,2523.907
RUS,2010,8,4634.821,2052.522,2582.299
RUS,2010,9,4229.213,1920.477,2308.736
RUS,2010,10,3863.111,1715.51,2147.601
RUS,2010,11,1168.391,288.974,879.417
RUS,2010,12,1240.624,288.311,952.313
RWA,2010,1,35.029,0.789,34.24
RWA,2010,2,31.46,0.758,30.702
RWA,2010,3,34.559,0.827,33.732
RWA,2010,4,25.664,0.589,25.075
RWA,2010,5,37.41,1.255,36.155
RWA,2010,6,45.732,1.49,44.242
RWA,2010,7,48.902,1.408,47.494
RWA,2010,8,45.699,1.205,44.494
RWA,2010,9,43.173,1.353,41.82
RWA,2010,10,34.419,0.694,33.725
RWA,2010,11,34.568,1.058,33.51
RWA,2010,12,41.528,1.29,40.238
SAU,2010,1,2549.383,1007.06,1542.323
SAU,2010,2,2359.661,941.138,1418.523
SAU,2010,3,2600.313,1012.718,1587.595
SAU,2010,4,1731.504,590.216,1141.288
SAU,2010,5,1877.16,630.696,1246.464
SAU,2010,6,2006.445,679.25,1327.195
SAU,2010,7,1964.664,634.164,1330.5
SAU,2010,8,1777.831,575.699,1202.132
SAU,2010,9,1697.049,579.07,1117.979
SAU,2010,10,1768.255,637.073,1131.182
SAU,2010,11,1738.412,658.53,1079.882
SAU,2010,12,2083.683,753.353,1330.33
SDN,2010,1,260.883,46.599,214.284
SDN,2010,2,214.828,35.601,179.227
SDN,2010,3,245.868,41.392,204.476
SDN,2010,4,216.044,38.29,177.754
SDN,2010,5,245.984,53.451,192.533
SDN,2010,6,267.111,58.608,208.503
SDN,2010,7,269.161,56.133,213.028
SDN,2010,8,246.498,48.744,197.754
SDN,2010,9,234.608,49.285,185.323
SDN,2010,10,230.971,41.955,189.016
SDN,2010,11,214.234,45.953,168.281
SDN,2010,12,260.877,56.509,204.368
SEN,2010,1,228.343,0.497,227.846
SEN,2010,2,195.305,0.464,194.841
SEN,2010,3,220.008,NA,220.008
SEN,2010,4,168.702,NA,168.702
SEN,2010,5,183.29,NA,183.29
SEN,2010,6,201.601,NA,201.601
SEN,2010,7,211.446,NA,211.446
SEN,2010,8,193.353,NA,193.353
SEN,2010,9,174.041,NA,174.041
SEN,2010,10,179.228,NA,179.228
SEN,2010,11,151.966,NA,151.966
SEN,2010,12,182.425,NA,182.425
SGP,2010,1,3852.077,NA,3852.077
SGP,2010,2,3155.125,NA,3155.125
SGP,2010,3,3296.857,NA,3296.857
SGP,2010,4,3090.221,NA,3090.221
SGP,2010,5,3333.557,NA,3333.557
SGP,2010,6,3404.862,NA,3404.862
SGP,2010,7,3788.955,NA,3788.955
SGP,2010,8,3382.738,NA,3382.738
SGP,2010,9,3160.668,NA,3160.668
SGP,2010,10,3482.855,NA,3482.855
SGP,2010,11,3781.098,NA,3781.098
SGP,2010,12,3740.782,NA,3740.782
SJM,2010,1,2.559,NA,2.559
SJM,2010,2,3.056,NA,3.056
SJM,2010,3,4.042,NA,4.042
SJM,2010,4,5.54,NA,5.54
SJM,2010,5,5.667,NA,5.667
SJM,2010,6,8.371,NA,8.371
SJM,2010,7,10.451,NA,10.451
SJM,2010,8,7.776,NA,7.776
SJM,2010,9,4.016,NA,4.016
SJM,2010,10,3.833,NA,3.833
SJM,2010,11,2.49,NA,2.49
SJM,2010,12,4.734,NA,4.734
SLB,2010,1,26.129,14.016,12.113
SLB,2010,2,23.913,12.806,11.107
SLB,2010,3,22.669,11.749,10.92
SLB,2010,4,17.486,7.954,9.532
SLB,2010,5,21.258,11.001,10.257
SLB,2010,6,26.263,13.912,12.351
SLB,2010,7,27.457,14.426,13.031
SLB,2010,8,24.799,12.829,11.97
SLB,2010,9,20.642,11.858,8.784
SLB,2010,10,22.285,11.655,10.63
SLB,2010,11,23.588,11.488,12.1
SLB,2010,12,27.551,13.893,13.658
SLE,2010,1,23.321,NA,23.321
SLE,2010,2,19.176,NA,19.176
SLE,2010,3,21.617,NA,21.617
SLE,2010,4,16.241,NA,16.241
SLE,2010,5,17.037,NA,17.037
SLE,2010,6,18.22,NA,18.22
SLE,2010,7,19.995,NA,19.995
SLE,2010,8,16.5,NA,16.5
SLE,2010,9,14.898,NA,14.898
SLE,2010,10,15.852,NA,15.852
SLE,2010,11,15.123,NA,15.123
SLE,2010,12,18.381,NA,18.381
SLV,2010,1,242.501,NA,242.501
SLV,2010,2,194.163,NA,194.163
SLV,2010,3,223.841,NA,223.841
