ISO3,Year,Month,Total,Domestic,International
GBR,2010,4,14419.968,2221.372,12198.596
GBR,2010,5,16534.209,2486.126,14048.083
GBR,2010,6,17810.123,2733.224,15076.899
GBR,2010,7,18848.952,2690.672,16158.28
GBR,2010,8,19350.81,2845.757,16505.053
GBR,2010,9,17211.493,2719.672,14491.821
GBR,2010,10,16450.413,2599.181,13851.232
GBR,2010,11,10218.994,930.668,9288.326
GBR,2010,12,11066.354,930.477,10135.877
GEO,2010,1,90.612,NA,90.612
GEO,2010,2,76.307,NA,76.307
GEO,2010,3,88.683,NA,88.683
GEO,2010,4,62.336,NA,62.336
GEO,2010,5,70.64,NA,70.64
GEO,2010,6,82.968,NA,82.968
GEO,2010,7,87.564,NA,87.564
GEO,2010,8,85.971,NA,85.971
GEO,2010,9,72.82,NA,72.82
GEO,2010,10,70.857,NA,70.857
GEO,2010,11,53.227,NA,53.227
GEO,2010,12,60.018,NA,60.018
GHA,2010,1,180.081,6.433,173.648
GHA,2010,2,144.566,5.152,139.414
GHA,2010,3,162.425,6.238,156.187
GHA,2010,4,146.028,8.187,137.841
GHA,2010,5,156.012,7.699,148.313
GHA,2010,6,167.027,8.355,158.672
GHA,2010,7,186.887,8.218,178.669
GHA,2010,8,178.316,7.935,170.381
GHA,2010,9,160.585,7.22,153.365
GHA,2010,10,158.458,7.963,150.495
GHA,2010,11,150.273,6.438,143.835
GHA,2010,12,171.268,7.45,163.818
GIB,2010,1,20.319,NA,20.319
GIB,2010,2,17.635,NA,17.635
GIB,2010,3,23.185,NA,23.185
GIB,2010,4,22.625,NA,22.625
GIB,2010,5,25.288,NA,25.288
GIB,2010,6,27.759,NA,27.759
GIB,2010,7,29.306,NA,29.306
GIB,2010,8,30.004,NA,30.004
GIB,2010,9,26.984,NA,26.984
GIB,2010,10,26.065,NA,26.065
GIB,2010,11,14.693,NA,14.693
GIB,2010,12,16.423,NA,16.423
GIN,2010,1,26.709,0.138,26.571
GIN,2010,2,25.176,0.132,25.044
GIN,2010,3,27.097,0.167,26.93
GIN,2010,4,16.467,0.148,16.319
GIN,2010,5,18.902,0.173,18.729
GIN,2010,6,21.149,0.152,20.997
GIN,2010,7,21.879,0.152,21.727
GIN,2010,8,17.959,0.157,17.802
GIN,2010,9,16.2,0.152,16.048
GIN,2010,10,16.529,0.109,16.42
GIN,2010,11,11.849,0.134,11.715
GIN,2010,12,13.923,0.114,13.809
GLP,2010,1,141.558,5.144,136.414
GLP,2010,2,134.383,6.053,128.33
GLP,2010,3,140.485,6.498,133.987
GLP,2010,4,123.628,3.35,120.278
GLP,2010,5,107.855,3.03,104.825
GLP,2010,6,114.644,3.052,111.592
GLP,2010,7,149.253,3.475,145.778
GLP,2010,8,133.78,3.027,130.753
GLP,2010,9,88.726,2.423,86.303
GLP,2010,10,101.137,3.272,97.865
GLP,2010,11,44.91,0.998,43.912
GLP,2010,12,61.327,1.799,59.528
GMB,2010,1,38.021,NA,38.021
GMB,2010,2,33.549,NA,33.549
GMB,2010,3,36.309,NA,36.309
GMB,2010,4,21.369,NA,21.369
GMB,2010,5,24.816,NA,24.816
GMB,2010,6,28.345,NA,28.345
GMB,2010,7,28.757,NA,28.757
GMB,2010,8,23.4,NA,23.4
GMB,2010,9,23.034,NA,23.034
GMB,2010,10,19.259,NA,19.259
GMB,2010,11,18.163,NA,18.163
GMB,2010,12,23.435,NA,23.435
GNB,2010,1,8.756,NA,8.756
GNB,2010,2,7.789,NA,7.789
GNB,2010,3,8.482,NA,8.482
GNB,2010,4,6.364,NA,6.364
GNB,2010,5,7.061,NA,7.061
GNB,2010,6,8.802,NA,8.802
GNB,2010,7,9.138,NA,9.138
GNB,2010,8,6.335,NA,6.335
GNB,2010,9,6.49,NA,6.49
GNB,2010,10,5.956,NA,5.956
GNB,2010,11,5.86,NA,5.86
GNB,2010,12,7.99,NA,7.99
GNQ,2010,1,13.6,NA,13.6
GNQ,2010,2,12.979,NA,12.979
GNQ,2010,3,13.984,NA,13.984
GNQ,2010,4,11.301,NA,11.301
GNQ,2010,5,15.622,NA,15.622
GNQ,2010,6,16.587,NA,16.587
GNQ,2010,7,17.229,NA,17.229
GNQ,2010,8,16.271,NA,16.271
GNQ,2010,9,13.043,NA,13.043
GNQ,2010,10,13.086,NA,13.086
GNQ,2010,11,10.262,NA,10.262
GNQ,2010,12,10.392,NA,10.392
GRC,2010,1,1542.979,582.371,960.608
GRC,2010,2,1443.8,573.921,869.879
GRC,2010,3,1754.351,695.331,1059.02
GRC,2010,4,1766.11,671.334,1094.776
GRC,2010,5,2418.168,738.548,1679.62
GRC,2010,6,2792.436,813.049,1979.387
GRC,2010,7,3005.797,803.907,2201.89
GRC,2010,8,3032.02,822.254,2209.766
GRC,2010,9,2591.214,767.835,1823.379
GRC,2010,10,2360.574,786.774,1573.8
GRC,2010,11,1131.715,427.309,704.406
GRC,2010,12,1288.449,466.148,822.301
GRD,2010,1,30.287,NA,30.287
GRD,2010,2,25.78,NA,25.78
GRD,2010,3,27.327,NA,27.327
GRD,2010,4,24.291,NA,24.291
GRD,2010,5,25.782,NA,25.782
GRD,2010,6,26.213,NA,26.213
GRD,2010,7,29.896,NA,29.896
GRD,2010,8,24.717,NA,24.717
GRD,2010,9,22.38,NA,22.38
GRD,2010,10,22.59,NA,22.59
GRD,2010,11,26.877,NA,26.877
GRD,2010,12,33.588,NA,33.588
GRL,2010,1,22.564,15.482,7.082
GRL,2010,2,21.404,14.706,6.698
GRL,2010,3,22.188,14.787,7.401
GRL,2010,4,19.741,13.731,6.01
GRL,2010,5,27.265,20.147,7.118
GRL,2010,6,45.84,28.525,17.315
GRL,2010,7,60.484,30.787,29.697
GRL,2010,8,38.988,17.452,21.536
GRL,2010,9,29.701,20.418,9.283
GRL,2010,10,22.049,16.48,5.569
GRL,2010,11,18.358,13.779,4.579
GRL,2010,12,36.589,31.283,5.306
GTM,2010,1,190.423,4.576,185.847
GTM,2010,2,158.338,4.147,154.191
GTM,2010,3,183.831,4.893,178.938
GTM,2010,4,173.811,4.687,169.124
GTM,2010,5,168.296,5.439,162.857
GTM,2010,6,173.092,5.421,167.671
GTM,2010,7,207.281,6.005,201.276
GTM,2010,8,191.922,5.372,186.55
GTM,2010,9,154.504,5.252,149.252
GTM,2010,10,164.076,4.403,159.673
GTM,2010,11,181.129,5.174,175.955
GTM,2010,12,217.687,6.192,211.495
GUF,2010,1,31.448,NA,31.448
GUF,2010,2,28.696,NA,28.696
GUF,2010,3,30.378,NA,30.378
GUF,2010,4,31.015,NA,31.015
GUF,2010,5,27.998,NA,27.998
GUF,2010,6,31.563,NA,31.563
GUF,2010,7,41.657,NA,41.657
GUF,2010,8,35.15,NA,35.15
GUF,2010,9,27.663,NA,27.663
GUF,2010,10,25.198,NA,25.198
GUF,2010,11,17.969,NA,17.969
GUF,2010,12,24.617,NA,24.617
GUM,2010,1,291.268,NA,291.268
GUM,2010,2,257.86,NA,257.86
GUM,2010,3,283.187,NA,283.187
GUM,2010,4,237.624,NA,237.624
GUM,2010,5,248.737,NA,248.737
GUM,2010,6,249.71,NA,249.71
GUM,2010,7,291.278,NA,291.278
GUM,2010,8,255.136,NA,255.136
GUM,2010,9,200.633,NA,200.633
GUM,2010,10,222.702,NA,222.702
GUM,2010,11,253.41,NA,253.41
GUM,2010,12,301.326,NA,301.326
GUY,2010,1,36.1,NA,36.1
GUY,2010,2,29.431,NA,29.431
GUY,2010,3,31.404,NA,31.404
GUY,2010,4,28.895,NA,28.895
GUY,2010,5,29.097,NA,29.097
GUY,2010,6,30.212,NA,30.212
GUY,2010,7,43.077,NA,43.077
GUY,2010,8,37.011,NA,37.011
GUY,2010,9,25.172,NA,25.172
GUY,2010,10,25.331,NA,25.331
GUY,2010,11,31.427,NA,31.427
GUY,2010,12,39.533,NA,39.533
HKG,2010,1,3852.669,NA,3852.669
HKG,2010,2,3336.817,NA,3336.817
HKG,2010,3,3840.591,NA,3840.591
HKG,2010,4,3620.82,NA,3620.82
HKG,2010,5,3624.577,NA,3624.577
HKG,2010,6,3448.171,NA,3448.171
HKG,2010,7,4043.113,NA,4043.113
HKG,2010,8,3607.561,NA,3607.561
HKG,2010,9,3602.989,NA,3602.989
HKG,2010,10,4152.602,NA,4152.602
HKG,2010,11,3957.72,NA,3957.72
HKG,2010,12,4289.535,NA,4289.535
HND,2010,1,130.994,30.465,100.529
HND,2010,2,114.998,29.029,85.969
HND,2010,3,130.977,32.071,98.906
HND,2010,4,125.4,30.93,94.47
HND,2010,5,132.806,37.354,95.452
HND,2010,6,155.723,38.746,116.977
HND,2010,7,183.818,39.809,144.009
HND,2010,8,163.037,35.84,127.197
HND,2010,9,123.717,35.648,88.069
HND,2010,10,126.663,29.635,97.028
HND,2010,11,140.561,36.08,104.481
HND,2010,12,168.167,42.911,125.256
HRV,2010,1,190.117,33.741,156.376
HRV,2010,2,179.266,33.978,145.288
HRV,2010,3,242.167,49.536,192.631
HRV,2010,4,328.956,52.415,276.541
HRV,2010,5,451.311,66.744,384.567
HRV,2010,6,540.676,76.462,464.214
HRV,2010,7,645.316,77.905,567.411
HRV,2010,8,646.732,74.645,572.087
HRV,2010,9,487.57,65.736,421.834
HRV,2010,10,425.48,62,363.48
HRV,2010,11,192.863,40.804,152.059
HRV,2010,12,207.619,45.659,161.96
HTI,2010,1,83.445,NA,83.445
HTI,2010,2,76.807,NA,76.807
HTI,2010,3,92.582,NA,92.582
HTI,2010,4,85.216,NA,85.216
HTI,2010,5,90.322,NA,90.322
HTI,2010,6,105.152,NA,105.152
HTI,2010,7,117.74,NA,117.74
HTI,2010,8,99.206,NA,99.206
HTI,2010,9,80.19,NA,80.19
HTI,2010,10,89.288,NA,89.288
HTI,2010,11,90.725,NA,90.725
HTI,2010,12,94.084,NA,94.084
HUN,2010,1,581.388,NA,581.388
HUN,2010,2,521.824,NA,521.824
HUN,2010,3,691.103,NA,691.103
HUN,2010,4,717.713,NA,717.713
HUN,2010,5,821.568,NA,821.568
HUN,2010,6,897.748,NA,897.748
HUN,2010,7,945.467,NA,945.467
HUN,2010,8,970.768,NA,970.768
HUN,2010,9,855.26,NA,855.26
HUN,2010,10,816.01,NA,816.01
HUN,2010,11,493.026,NA,493.026
HUN,2010,12,547.842,NA,547.842
IDN,2010,1,4529.716,2902.983,1626.733
IDN,2010,2,3570.464,2296.851,1273.613
IDN,2010,3,3481.307,2149.561,1331.746
IDN,2010,4,3365.555,2124.842,1240.713
IDN,2010,5,4107.323,2635.315,1472.008
IDN,2010,6,4211.159,2671.352,1539.807
IDN,2010,7,4398.964,2725.434,1673.53
IDN,2010,8,3964.472,2482.063,1482.409
IDN,2010,9,3894.972,2518.422,1376.55
IDN,2010,10,4487.608,2991.99,1495.618
IDN,2010,11,5009.031,3395.494,1613.537
IDN,2010,12,4902.69,3301.972,1600.718
IND,2010,1,6948.853,3896.727,3052.126
IND,2010,2,5847.228,3278.959,2568.269
IND,2010,3,6733.623,3832.332,2901.291
IND,2010,4,7018.764,4187.097,2831.667
IND,2010,5,7645.789,4578.646,3067.143
IND,2010,6,7248.164,4154.674,3093.49
IND,2010,7,6971.725,3725.358,3246.367
IND,2010,8,6374.93,3553.467,2821.463
IND,2010,9,6932.313,4247.665,2684.648
IND,2010,10,7975.456,5049.727,2925.729
IND,2010,11,8109.049,5203.519,2905.53
IND,2010,12,8660.249,5424.274,3235.975
IRL,2010,1,1812.793,85.975,1726.818
IRL,2010,2,1652.919,87.417,1565.502
IRL,2010,3,1955.525,100.433,1855.092
IRL,2010,4,1800.92,86.13,1714.79
IRL,2010,5,2125.745,96.598,2029.147
IRL,2010,6,2261.185,101.979,2159.206
IRL,2010,7,2368.089,101.176,2266.913
IRL,2010,8,2469.374,108.068,2361.306
IRL,2010,9,2173.922,101.467,2072.455
IRL,2010,10,2036.036,97.91,1938.126
IRL,2010,11,1340.574,87.013,1253.561
IRL,2010,12,1518.934,92.989,1425.945
IRN,2010,1,1289.119,818.314,470.805
IRN,2010,2,1141.224,721.571,419.653
IRN,2010,3,1195.016,727.44,467.576
IRN,2010,4,733.752,338.31,395.442
IRN,2010,5,817.013,378.391,438.622
IRN,2010,6,895.829,434.517,461.312
IRN,2010,7,905.664,433.761,471.903
IRN,2010,8,870.921,415.472,455.449
IRN,2010,9,793.941,393.864,400.077
IRN,2010,10,729.371,367.387,361.984
IRN,2010,11,721.619,371.557,350.062
IRN,2010,12,845.611,431.591,414.02
IRQ,2010,1,91.798,13.927,77.871
IRQ,2010,2,84.412,12.594,71.818
IRQ,2010,3,102.038,15.475,86.563
IRQ,2010,4,87.032,14.538,72.494
IRQ,2010,5,95.618,15.879,79.739
IRQ,2010,6,110.062,19.341,90.721
IRQ,2010,7,109.237,17.682,91.555
IRQ,2010,8,100.762,16.551,84.211
IRQ,2010,9,95.719,15.016,80.703
IRQ,2010,10,97.837,14.82,83.017
IRQ,2010,11,88.039,14.551,73.488
IRQ,2010,12,105.633,17.255,88.378
ISL,2010,1,133.07,11.722,121.348
ISL,2010,2,120.013,12.844,107.169
ISL,2010,3,140.085,12.959,127.126
ISL,2010,4,132.966,11.968,120.998
ISL,2010,5,180.54,16.84,163.7
ISL,2010,6,346.583,23.085,323.498
ISL,2010,7,397.462,23.963,373.499
ISL,2010,8,390.093,18.366,371.727
ISL,2010,9,172.141,16.982,155.159
ISL,2010,10,123.546,12.792,110.754
ISL,2010,11,79.994,NA,79.994
ISL,2010,12,79.101,NA,79.101
ISR,2010,1,725.212,31.724,693.488
ISR,2010,2,641.259,25.741,615.518
ISR,2010,3,788.856,33.387,755.469
ISR,2010,4,783.018,26.717,756.301
ISR,2010,5,837.266,32.826,804.44
ISR,2010,6,917.102,30.279,886.823
ISR,2010,7,971.129,27.147,943.982
ISR,2010,8,1005.842,26.652,979.19
ISR,2010,9,827.714,32.607,795.107
ISR,2010,10,896.803,29.641,867.162
ISR,2010,11,696.72,30.117,666.603
ISR,2010,12,793.084,40.339,752.745
ITA,2010,1,7930.854,2614.88,5315.974
ITA,2010,2,7498.579,2577.577,4921.002
ITA,2010,3,9243.913,3191.2,6052.713
ITA,2010,4,8991.513,3031.421,5960.092
ITA,2010,5,10111.247,3217.191,6894.056
ITA,2010,6,11000.231,3576.577,7423.654
ITA,2010,7,11413.555,3578.81,7834.745
ITA,2010,8,11202.641,3372.217,7830.424
ITA,2010,9,10220.809,3346.88,6873.929
ITA,2010,10,9452.402,2856.295,6596.107
ITA,2010,11,4986.187,1384.961,3601.226
ITA,2010,12,5423.881,1483.506,3940.375
JAM,2010,1,378.515,13.063,365.452
JAM,2010,2,365.72,13.778,351.942
JAM,2010,3,437.287,15.227,422.06
JAM,2010,4,334.294,16.483,317.811
JAM,2010,5,367.207,14.386,352.821
JAM,2010,6,392.342,12.904,379.438
JAM,2010,7,434.445,13.426,421.019
JAM,2010,8,394.022,14.038,379.984
JAM,2010,9,265.28,10.823,254.457
JAM,2010,10,279.415,13.164,266.251
JAM,2010,11,282.518,13.339,269.179
JAM,2010,12,319.179,15.633,303.546
JOR,2010,1,483.53,7.878,475.652
JOR,2010,2,443.092,8.008,435.084
JOR,2010,3,526.77,10.015,516.755
JOR,2010,4,477.525,6.844,470.681
JOR,2010,5,526.136,11.987,514.149
JOR,2010,6,601.069,8.298,592.771
JOR,2010,7,627.033,8.072,618.961
JOR,2010,8,610.99,8.473,602.517
JOR,2010,9,530.581,7.896,522.685
JOR,2010,10,534.01,9.612,524.398
JOR,2010,11,474.119,7.88,466.239
JOR,2010,12,565.38,8.738,556.642
JPN,2010,1,10160.88,5852.932,4307.948
JPN,2010,2,9326.555,5562.969,3763.586
JPN,2010,3,10987.271,6558.973,4428.298
JPN,2010,4,10584.217,6443.836,4140.381
JPN,2010,5,11337.389,6795.562,4541.827
JPN,2010,6,10690.869,6214.053,4476.816
JPN,2010,7,12190.287,7197.787,4992.5
JPN,2010,8,11066.975,6379.218,4687.757
JPN,2010,9,10727.616,6487.308,4240.308
JPN,2010,10,12420.147,7780.587,4639.56
JPN,2010,11,11768.342,7493.376,4274.966
JPN,2010,12,11615.237,7041.463,4573.774
KAZ,2010,1,290.608,117.272,173.336
KAZ,2010,2,258.57,103.328,155.242
KAZ,2010,3,321.267,123.771,197.496
KAZ,2010,4,199.688,33.435,166.253
KAZ,2010,5,229.306,39.043,190.263
KAZ,2010,6,274.18,47.584,226.596
KAZ,2010,7,290.365,48.78,241.585
KAZ,2010,8,290.46,47.956,242.504
KAZ,2010,9,251.747,42.593,209.154
KAZ,2010,10,230.722,35.846,194.876
KAZ,2010,11,65.722,4.526,61.196
KAZ,2010,12,71.449,6.097,65.352
KEN,2010,1,606.404,128.718,477.686
KEN,2010,2,498.702,100.481,398.221
KEN,2010,3,570.215,118.431,451.784
KEN,2010,4,486.616,92.921,393.695
KEN,2010,5,543.055,108.731,434.324
KEN,2010,6,619.809,130.18,489.629
KEN,2010,7,687.04,140.598,546.442
KEN,2010,8,679.615,140.758,538.857
KEN,2010,9,585.172,120.742,464.43
KEN,2010,10,573.054,122.055,450.999
KEN,2010,11,577.128,121.085,456.043
KEN,2010,12,661.697,133.563,528.134
KGZ,2010,1,57.369,11.977,45.392
KGZ,2010,2,53.745,11.549,42.196
KGZ,2010,3,65.749,14.118,51.631
KGZ,2010,4,42.11,7.131,34.979
KGZ,2010,5,46.613,9.2,37.413
KGZ,2010,6,56.369,11.28,45.089
KGZ,2010,7,61.997,11.526,50.471
KGZ,2010,8,59.776,10.268,49.508
KGZ,2010,9,52.55,9.645,42.905
KGZ,2010,10,44.003,6.86,37.143
KGZ,2010,11,26.981,6.375,20.606
KGZ,2010,12,31.539,8.025,23.514
KHM,2010,1,338.116,42.396,295.72
KHM,2010,2,285.988,39.704,246.284
KHM,2010,3,308.129,43.681,264.448
KHM,2010,4,305.213,45.926,259.287
KHM,2010,5,306.389,48.18,258.209
KHM,2010,6,301.06,47.844,253.216
KHM,2010,7,327.405,46.726,280.679
KHM,2010,8,295.185,41.302,253.883
KHM,2010,9,283.994,43.393,240.601
KHM,2010,10,328.591,51.622,276.969
KHM,2010,11,326.71,52.27,274.44
KHM,2010,12,360.771,57.466,303.305
KIR,2010,1,1.149,NA,1.149
KIR,2010,2,1.331,NA,1.331
KIR,2010,3,1.425,NA,1.425
KIR,2010,4,1.409,NA,1.409
KIR,2010,5,1.072,NA,1.072
KIR,2010,6,1.514,NA,1.514
KIR,2010,7,1.754,NA,1.754
KIR,2010,8,1.415,NA,1.415
KIR,2010,9,1.267,NA,1.267
KIR,2010,10,0.965,NA,0.965
KIR,2010,11,1.26,NA,1.26
KIR,2010,12,2.055,NA,2.055
KNA,2010,1,26.65,0.199,26.451
KNA,2010,2,26.355,0.386,25.969
KNA,2010,3,27.209,0.236,26.973
KNA,2010,4,23.71,0.256,23.454
KNA,2010,5,25.644,0.371,25.273
KNA,2010,6,25.322,0.301,25.021
KNA,2010,7,28.717,0.216,28.501
KNA,2010,8,28.006,0.214,27.792
KNA,2010,9,22.349,0.383,21.966
KNA,2010,10,24.645,0.228,24.417
KNA,2010,11,24.8,0.138,24.662
KNA,2010,12,33.081,0.154,32.927
KOR,2010,1,3683.846,900.475,2783.371
KOR,2010,2,3214.603,883.089,2331.514
KOR,2010,3,3954.041,1033.647,2920.394
KOR,2010,4,3761.96,1029.171,2732.789
KOR,2010,5,4133.442,1157.691,2975.751
KOR,2010,6,3950.349,1021.191,2929.158
KOR,2010,7,4315.922,1018.207,3297.715
KOR,2010,8,4457.976,936.682,3521.294
KOR,2010,9,4021.712,1040.382,2981.33
KOR,2010,10,4344.712,1230.995,3113.717
KOR,2010,11,3890.459,1171.822,2718.637
KOR,2010,12,4170.807,1207.989,2962.818
KWT,2010,1,908.664,NA,908.664
KWT,2010,2,819.091,NA,819.091
KWT,2010,3,909.118,NA,909.118
KWT,2010,4,789.352,NA,789.352
KWT,2010,5,878.477,NA,878.477
KWT,2010,6,955.296,NA,955.296
KWT,2010,7,937.452,NA,937.452
KWT,2010,8,837.781,NA,837.781
KWT,2010,9,813.815,NA,813.815
KWT,2010,10,848.891,NA,848.891
KWT,2010,11,783.281,NA,783.281
KWT,2010,12,968.077,NA,968.077
LAO,2010,1,95.532,23.884,71.648
LAO,2010,2,82.214,20.92,61.294
LAO,2010,3,90.562,23.581,66.981
LAO,2010,4,91.76,24.051,67.709
LAO,2010,5,89.148,24.262,64.886
LAO,2010,6,91.965,25.875,66.09
LAO,2010,7,102.993,30.45,72.543
LAO,2010,8,82.781,22.806,59.975
LAO,2010,9,87.285,25.25,62.035
LAO,2010,10,91.257,24.059,67.198
LAO,2010,11,83.114,26.11,57.004
LAO,2010,12,100.752,33.112,67.64
LBN,2010,1,515.283,NA,515.283
LBN,2010,2,458.118,NA,458.118
LBN,2010,3,519.823,NA,519.823
LBN,2010,4,447.318,NA,447.318
LBN,2010,5,475.277,NA,475.277
LBN,2010,6,517.501,NA,517.501
LBN,2010,7,559.429,NA,559.429
LBN,2010,8,552.626,NA,552.626
LBN,2010,9,500.305,NA,500.305
LBN,2010,10,507.365,NA,507.365
LBN,2010,11,385.049,NA,385.049
LBN,2010,12,449.434,NA,449.434
LBR,2010,1,20.673,0.342,20.331
LBR,2010,2,15.373,0.304,15.069
LBR,2010,3,17.943,0.342,17.601
LBR,2010,4,15.246,0.298,14.948
LBR,2010,5,15.607,0.318,15.289
LBR,2010,6,15.977,0.342,15.635
LBR,2010,7,23.243,0.304,22.939
LBR,2010,8,20.757,0.342,20.415
LBR,2010,9,15.861,0.342,15.519
LBR,2010,10,15.668,0.248,15.42
LBR,2010,11,11.278,0.211,11.067
LBR,2010,12,13.995,0.286,13.709
LBY,2010,1,421.321,75.219,346.102
LBY,2010,2,381.563,72.553,309.01
LBY,2010,3,431.518,83.955,347.563
LBY,2010,4,284.501,65.14,219.361
LBY,2010,5,308.613,67.5,241.113
LBY,2010,6,339.036,77.334,261.702
LBY,2010,7,350.019,79.13,270.889
LBY,2010,8,327.85,70.436,257.414
LBY,2010,9,299.35,65.894,233.456
LBY,2010,10,308.876,71.514,237.362
LBY,2010,11,278.335,75.378,202.957
LBY,2010,12,334.878,88.931,245.947
LCA,2010,1,84.291,NA,84.291
LCA,2010,2,74.506,NA,74.506
LCA,2010,3,80.637,NA,80.637
LCA,2010,4,71.938,NA,71.938
LCA,2010,5,71.682,NA,71.682
LCA,2010,6,70.205,NA,70.205
LCA,2010,7,81.588,NA,81.588
LCA,2010,8,71.597,NA,71.597
LCA,2010,9,52.644,NA,52.644
LCA,2010,10,60.032,NA,60.032
LCA,2010,11,65.517,NA,65.517
LCA,2010,12,75.179,NA,75.179
LKA,2010,1,442.659,NA,442.659
LKA,2010,2,388.077,NA,388.077
LKA,2010,3,417.075,NA,417.075
LKA,2010,4,439.57,NA,439.57
LKA,2010,5,448.599,NA,448.599
LKA,2010,6,439.093,NA,439.093
LKA,2010,7,459.966,NA,459.966
LKA,2010,8,426.719,NA,426.719
LKA,2010,9,395.287,NA,395.287
LKA,2010,10,416.941,NA,416.941
LKA,2010,11,475.146,NA,475.146
LKA,2010,12,511.903,NA,511.903
LSO,2010,1,3.854,NA,3.854
LSO,2010,2,4.116,NA,4.116
LSO,2010,3,4.512,NA,4.512
LSO,2010,4,3.997,NA,3.997
LSO,2010,5,4.71,NA,4.71
LSO,2010,6,5.352,NA,5.352
LSO,2010,7,5.882,NA,5.882
LSO,2010,8,5.819,NA,5.819
LSO,2010,9,5.219,NA,5.219
LSO,2010,10,4.109,NA,4.109
LSO,2010,11,4.354,NA,4.354
LSO,2010,12,4.461,NA,4.461
LTU,2010,1,153.152,NA,153.152
LTU,2010,2,142.476,NA,142.476
LTU,2010,3,170.597,NA,170.597
LTU,2010,4,163.057,NA,163.057
LTU,2010,5,191.537,NA,191.537
LTU,2010,6,215.367,NA,215.367
LTU,2010,7,231.276,NA,231.276
LTU,2010,8,231.402,NA,231.402
LTU,2010,9,201.314,NA,201.314
LTU,2010,10,183.391,NA,183.391
LTU,2010,11,112.296,NA,112.296
LTU,2010,12,120.627,NA,120.627
LUX,2010,1,117.312,NA,117.312
LUX,2010,2,115.084,NA,115.084
LUX,2010,3,140.792,NA,140.792
LUX,2010,4,149.09,NA,149.09
LUX,2010,5,175.002,NA,175.002
LUX,2010,6,194.113,NA,194.113
LUX,2010,7,221.334,NA,221.334
LUX,2010,8,226.785,NA,226.785
LUX,2010,9,194.667,NA,194.667
LUX,2010,10,168.626,NA,168.626
LUX,2010,11,41.028,NA,41.028
LUX,2010,12,42.721,NA,42.721
LVA,2010,1,366.337,NA,366.337
LVA,2010,2,322.783,NA,322.783
LVA,2010,3,393.626,NA,393.626
LVA,2010,4,399.16,NA,399.16
LVA,2010,5,482.965,NA,482.965
LVA,2010,6,542.957,NA,542.957
LVA,2010,7,573.868,NA,573.868
LVA,2010,8,587.129,NA,587.129
LVA,2010,9,508.122,NA,508.122
LVA,2010,10,472.562,NA,472.562
LVA,2010,11,350.613,NA,350.613
LVA,2010,12,396.186,NA,396.186
MAC,2010,1,347.611,NA,347.611
MAC,2010,2,304.25,NA,304.25
MAC,2010,3,359.654,NA,359.654
MAC,2010,4,315.538,NA,315.538
MAC,2010,5,307.695,NA,307.695
MAC,2010,6,304.78,NA,304.78
MAC,2010,7,357.825,NA,357.825
MAC,2010,8,314.926,NA,314.926
MAC,2010,9,309.568,NA,309.568
MAC,2010,10,364.93,NA,364.93
MAC,2010,11,379.532,NA,379.532
MAC,2010,12,416.914,NA,416.914
MAR,2010,1,1172.037,108.298,1063.739
MAR,2010,2,1082.617,99.698,982.919
MAR,2010,3,1306.801,118.724,1188.077
MAR,2010,4,1176.378,106.069,1070.309
MAR,2010,5,1258.244,112.373,1145.871
MAR,2010,6,1362.124,123.813,1238.311
MAR,2010,7,1457.013,119.597,1337.416
MAR,2010,8,1464.538,121.861,1342.677
MAR,2010,9,1255.59,116.237,1139.353
MAR,2010,10,1239.556,114.922,1124.634
MAR,2010,11,361.701,NA,361.701
MAR,2010,12,407.886,NA,407.886
MCO,2010,1,0.992,NA,0.992
MCO,2010,2,1.699,NA,1.699
MCO,2010,3,1.194,NA,1.194
MCO,2010,4,1.495,NA,1.495
MCO,2010,5,1.931,NA,1.931
MCO,2010,6,1.157,NA,1.157
MCO,2010,7,0.878,NA,0.878
MCO,2010,8,1.044,NA,1.044
MCO,2010,9,1.638,NA,1.638
MCO,2010,10,1.254,NA,1.254
MCO,2010,11,0.74,NA,0.74
MCO,2010,12,0.684,NA,0.684
MDA,2010,1,72,NA,72
MDA,2010,2,64.096,NA,64.096
MDA,2010,3,78.387,NA,78.387
MDA,2010,4,60.398,NA,60.398
MDA,2010,5,70.571,NA,70.571
MDA,2010,6,84.407,NA,84.407
MDA,2010,7,89.175,NA,89.175
MDA,2010,8,88.655,NA,88.655
MDA,2010,9,76.039,NA,76.039
MDA,2010,10,62.92,NA,62.92
MDA,2010,11,23.788,NA,23.788
MDA,2010,12,26.36,NA,26.36
MDG,2010,1,111.671,44.19,67.481
MDG,2010,2,86.826,35.008,51.818
MDG,2010,3,90.418,32.989,57.429
MDG,2010,4,89.297,33.077,56.22
MDG,2010,5,100.224,39.201,61.023
MDG,2010,6,114.131,43.987,70.144
MDG,2010,7,126.486,47.453,79.033
MDG,2010,8,117.54,44.901,72.639
MDG,2010,9,103.796,40.437,63.359
MDG,2010,10,83.454,30.391,53.063
MDG,2010,11,19.751,NA,19.751
MDG,2010,12,23.089,NA,23.089
MDV,2010,1,243.496,19.033,224.463
MDV,2010,2,227.843,18.12,209.723
MDV,2010,3,247.299,18.858,228.441
MDV,2010,4,194.214,14.163,180.051
MDV,2010,5,188.233,21,167.233
MDV,2010,6,184.989,24.702,160.287
MDV,2010,7,205.315,22.414,182.901
